股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1301,台塑,45.9,4,4162888,832,49.3,45.5,8.35%
1303,南亞,77.1,4,3375216,675,81.6,71.8,13.65%
2347,聯強,77.4,4,2803492,560,80.5,74.8,7.62%
2382,廣達,284.5,5,2675364,535,291.5,278.0,4.86%
2618,長榮航,34.95,5,4026215,805,35.75,33.85,5.61%
2881,富邦金,87.8,5,8843417,1768,88.4,85.8,3.03%
2882,國泰金,71.8,5,12819798,2563,72.3,69.1,4.63%
2883,凱基金,19.9,4,3081167,616,20.05,19.2,4.43%
2885,元大金,45.85,5,8572768,1714,47.2,44.0,7.27%
2887,台新金,24.35,4,39955519,7991,24.75,23.1,7.14%
2891,中信金,54.5,5,20554837,4110,55.0,51.3,7.21%
3211,順達,332.0,5,2575780,515,377.5,332.0,13.70%
3702,大聯大,88.0,5,15291428,3058,94.1,86.5,8.79%
6239,力成,202.0,5,3278115,655,209.5,185.5,12.94%
6505,台塑化,54.7,4,3695536,739,58.4,54.6,6.96%
