股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1528,恩德,2026-09-15,23.75,24.65,3.79%,37110,4163,8.91
6689,伊雲谷,2026-09-15,71.0,69.3,-2.39%,7763,643,12.07
6112,邁達特,2026-09-15,51.6,48.15,-6.69%,21595,1936,11.15
3029,零壹,2026-09-15,116.5,118.5,1.72%,7857,2380,3.3
6226,光鼎,2026-09-15,33.95,36.3,6.92%,81114,26076,3.11
3016,嘉晶,2026-09-15,113.0,110.0,-2.65%,30912,7820,3.95
2468,華經,2026-09-15,40.95,43.25,5.62%,7140,833,8.56
2427,三商電,2026-09-15,22.95,24.35,6.1%,5301,664,7.98
6706,惠特,2026-09-15,150.5,143.5,-4.65%,19143,3772,5.07
2338,光罩,2026-09-15,47.3,46.1,-2.54%,29585,9296,3.18
2305,全友,2026-09-15,45.6,44.95,-1.43%,93620,16033,5.84
3704,合勤控,2026-09-15,41.9,39.8,-5.01%,10631,2179,4.88
3624,光頡,2026-09-14,122.0,123.5,1.23%,44895,14198,3.16
6706,惠特,2026-09-14,135.0,143.5,6.3%,22983,2861,8.03
6112,邁達特,2026-09-14,47.5,48.15,1.37%,10922,885,12.34
8227,巨有科技,2026-09-14,240.5,249.5,3.74%,19943,2645,7.54
4915,致伸,2026-09-14,63.7,65.6,2.98%,13116,2888,4.54
3229,晟鈦,2026-09-14,68.6,60.3,-12.1%,16338,3509,4.66
1528,恩德,2026-09-14,21.55,24.65,14.39%,15628,2339,6.68
3029,零壹,2026-09-14,120.0,118.5,-1.25%,17817,2021,8.81
3016,嘉晶,2026-09-14,104.0,110.0,5.77%,21536,6711,3.21
2338,光罩,2026-09-14,46.1,46.1,0.0%,55395,7876,7.03
3624,光頡,2026-09-11,108.0,123.5,14.35%,64877,12144,5.34
3029,零壹,2026-09-11,114.5,118.5,3.49%,6837,1169,5.85
5386,青雲,2026-09-11,327.5,279.5,-14.66%,9197,1762,5.22
3016,嘉晶,2026-09-11,106.5,110.0,3.29%,19649,6058,3.24
6173,信昌電,2026-09-11,295.0,294.5,-0.17%,59856,18303,3.27
2338,光罩,2026-09-11,44.75,46.1,3.02%,67315,5149,13.07
2305,全友,2026-09-11,38.65,44.95,16.3%,57982,10020,5.79
6706,惠特,2026-09-11,123.5,143.5,16.19%,6196,1766,3.51
6834,天二科技,2026-09-11,102.5,97.1,-5.27%,15065,4240,3.55
1528,恩德,2026-09-11,19.9,24.65,23.87%,9585,1587,6.04
8227,巨有科技,2026-09-11,235.0,249.5,6.17%,5748,1671,3.44
