排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軟體設計,-0.15,53.33,8/15,2.07,-1.47,0.08,-0.32
2,機器人,-0.27,42.86,6/14,34.7,-38.1,-16.1,-25.69
3,工業自動化與機器人,-0.2,42.86,3/7,6.35,-12.07,0.1,0.35
4,BBU_電源供應器與整合,-0.23,40.0,2/5,21.74,-29.99,-16.05,-28.14
5,無塵室與機電工程,-0.4,40.0,2/5,7.87,-3.7,-0.32,-2.53
6,廠務系統與水處理,-0.39,28.57,2/7,-0.11,-0.3,0.04,0.05
7,被動元件,-1.03,15.79,3/19,31.32,-64.86,-20.92,-25.58
8,網通設備組件,-2.12,15.0,3/20,-37.93,-55.67,-11.63,-23.21
9,化學,-1.29,15.0,3/20,-53.15,-123.49,-0.63,8.78
10,玻璃,-2.17,13.33,2/15,-30.52,-14.31,9.94,18.47
11,PCB,-1.9,13.33,2/15,-54.85,8.12,9.75,-0.94
12,光學元件或組裝,-2.34,13.33,2/15,35.86,17.99,-24.81,-13.28
13,塑膠,-1.31,11.11,2/18,-48.78,-114.89,0.03,10.92
14,金融,-1.38,10.53,2/19,-48.79,-114.89,0.03,10.92
15,電器電纜,-0.68,10.0,1/10,-2.44,-2.03,-0.8,-0.4
16,銅,-2.63,10.0,1/10,-81.45,-95.32,-2.04,-6.45
17,電池或電源,-1.01,10.0,2/20,16.62,-38.99,-14.65,-24.69
18,航運,-1.52,6.67,1/15,-10.48,6.8,5.16,20.82
19,鋼鐵,-1.29,6.67,1/15,-7.65,-32.5,3.93,12.88
20,紡織,-1.12,5.0,1/20,-1.63,-2.77,-0.72,-1.78
21,半導體設備,-1.96,0.0,0/7,-3.15,3.67,-0.55,-2.46
22,軍工_航太製造與維修,-2.78,0.0,0/6,-1.17,-4.79,-0.02,-0.02
23,CPO_先進封裝測試,-3.35,0.0,0/5,-3.79,-6.38,-4.18,-7.83
24,CPO_光通訊,-4.07,0.0,0/6,10.46,9.54,-9.58,-11.29
25,銀,-1.79,0.0,0/4,-1.23,-35.86,-3.44,-1.72
26,IC設計,-4.13,0.0,0/13,-73.23,-155.6,3.57,41.05
27,造紙,-0.95,0.0,0/7,-0.2,-0.43,-0.04,-0.06
28,TPU_伺服器主板與印刷電路板,-2.58,0.0,0/5,-16.22,36.93,-3.59,-17.84
29,軍工_無人機相關,-2.35,0.0,0/8,-46.29,-51.17,-0.85,9.6
30,低軌衛星,-1.66,0.0,0/7,-11.95,10.09,-0.67,-12.59
31,記憶體製造,-2.14,0.0,0/4,-86.83,-344.57,-15.83,-48.98
32,記憶體模組,-1.55,0.0,0/7,-10.46,-15.68,-0.04,-13.67
33,記憶體控制IC,-1.55,0.0,0/5,-4.16,-32.13,0.01,0.06
34,記憶體封裝與測試,-1.74,0.0,0/4,-3.77,-23.84,0.03,-2.57
35,TPU_光通訊與連接器,-3.98,0.0,0/4,9.07,29.77,-8.21,-28.69
36,TPU_散熱,-5.25,0.0,0/4,26.52,30.87,-4.68,-13.12
37,BBU_電池模組,-1.35,0.0,0/7,-2.89,-6.84,1.26,3.03
