股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3230,錦明,2026-02-06,35.95,33.5,-6.82%,6647,1279,5.2
3508,位速,2026-02-06,37.05,35.0,-5.53%,8180,1145,7.14
3615,安可,2026-02-06,27.45,29.35,6.92%,14093,1934,7.28
4956,光鋐,2026-02-06,26.55,26.75,0.75%,38013,5413,7.02
6152,百一,2026-02-06,17.25,17.15,-0.58%,26853,5317,5.05
6861,睿生光電,2026-02-06,75.9,71.5,-5.8%,5497,661,8.31
3508,位速,2026-02-05,34.0,35.0,2.94%,5193,740,7.02
3615,安可,2026-02-05,27.95,29.35,5.01%,9442,1268,7.45
4960,誠美材,2026-02-05,16.0,13.85,-13.44%,26627,3104,8.58
6412,群電,2026-02-05,91.7,94.8,3.38%,10718,2102,5.1
6451,訊芯-KY,2026-02-05,205.5,178.5,-13.14%,17120,3059,5.6
6584,南俊國際,2026-02-05,340.0,343.0,0.88%,6269,1232,5.09
8215,明基材,2026-02-05,21.8,20.5,-5.96%,6524,1267,5.15
8289,泰藝,2026-02-05,28.5,27.6,-3.16%,5531,1025,5.39
6189,豐藝,2026-02-04,52.0,50.3,-3.27%,15921,2068,7.7
6412,群電,2026-02-04,88.4,94.8,7.24%,9724,1604,6.06
