股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2405,輔信,16.55,9.6,-23.0,756.0,0.0,-10.0
5452,佶優,39.45,9.58,1123.0,927.0,0.0,0.0
