股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1304,台聚,15.05,14.89%,65272,2.59
1305,華夏,16.8,26.79%,45892,3.25
1308,亞聚,16.5,10.0%,30365,2.99
1309,台達化,18.1,29.75%,46510,4.19
1310,台苯,12.25,15.02%,28108,2.8
1710,東聯,15.35,12.04%,49936,3.85
1718,中纖,7.71,2.25%,26709,2.05
2323,中環,13.1,18.55%,35236,1.69
2369,菱生,35.75,31.68%,104183,2.56
2399,映泰,37.2,60.34%,52430,3.34
3033,威健,35.75,18.38%,47704,4.51
3049,精金,18.0,22.45%,46850,2.23
3363,上詮,734.0,23.99%,10960,1.79
4906,正文,34.75,29.18%,37835,4.78
4908,前鼎,114.5,17.44%,23830,3.8
4919,新唐,109.0,35.74%,36291,1.92
4977,眾達-KY,200.5,20.06%,28335,1.98
5452,佶優,39.45,17.76%,23965,2.4
6226,光鼎,14.85,67.99%,11115,5.86
6265,方土昶,47.55,30.63%,40395,1.69
6438,迅得,173.0,15.72%,10547,2.54
6672,騰輝電子-KY,123.0,23.62%,10291,2.05
