排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,1101,台泥,水泥工業,上市,5,16029,65052
2,2610,華航,航運業,上市,4,45375,64888
3,2002,中鋼,鋼鐵工業,上市,5,6319,63378
4,2884,玉山金,金融保險業,上市,5,6789,53341
5,3481,群創,光電業,上市,3,30262,48942
6,2618,長榮航,航運業,上市,5,20089,47594
7,5880,合庫金,金融保險業,上市,5,3895,41175
8,2892,第一金,金融保險業,上市,4,1075,35117
9,2886,兆豐金,金融保險業,上市,4,4253,28175
10,2801,彰銀,金融保險業,上市,5,3301,27646
11,2867,三商壽,金融保險業,上市,5,3087,25022
12,2880,華南金,金融保險業,上市,5,1954,23190
13,2412,中華電,通信網路業,上市,4,3678,22877
14,1402,遠東新,紡織纖維,上市,5,3109,21872
15,2845,遠東銀,金融保險業,上市,5,2275,16541
16,2812,台中銀,金融保險業,上市,3,2743,15354
17,5871,中租-KY,其他業,上市,5,4116,13005
18,1718,中纖,化學工業,上市,5,1308,12782
19,2646,星宇航空,航運業,上市,5,4619,10446
20,4904,遠傳,通信網路業,上市,4,439,9498
21,9945,潤泰新,其他業,上市,5,874,6875
22,2633,台灣高鐵,航運業,上市,5,932,6436
23,3045,台灣大,通信網路業,上市,5,2331,5672
24,6116,彩晶,光電業,上市,3,6259,5353
25,5388,中磊,通信網路業,上市,4,149,4705
26,6147,頎邦,半導體業,上櫃,3,1289,4628
27,3231,緯創,電腦及週邊設備業,上市,3,8136,4247
28,4939,亞電,電子零組件業,上櫃,4,612,4084
29,2489,瑞軒,光電業,上市,4,593,4013
30,2836,高雄銀,金融保險業,上市,5,1425,3894
31,2915,潤泰全,貿易百貨業,上市,5,23,3412
32,1815,富喬,電子零組件業,上櫃,4,1335,3307
33,8111,立碁,光電業,上櫃,4,1503,2942
34,1907,永豐餘,造紙工業,上市,5,562,2931
35,1714,和桐,化學工業,上市,4,598,2837
36,2897,王道銀行,金融保險業,上市,3,1050,2745
37,2520,冠德,建材營造業,上市,5,202,2698
38,2903,遠百,貿易百貨業,上市,5,357,2677
39,1210,大成,食品工業,上市,5,77,2625
40,2006,東和鋼鐵,鋼鐵工業,上市,4,352,2504
41,6919,康霈*,生技醫療業,上市,3,777,2428
42,1785,光洋科,其他電子業,上櫃,3,475,2328
43,2485,兆赫,通信網路業,上市,4,653,2324
44,6175,立敦,電子零組件業,上櫃,3,327,2301
45,6207,雷科,電子零組件業,上櫃,3,1131,2032
46,3441,聯一光,光電業,上櫃,3,764,1920
47,6414,樺漢,電腦及週邊設備業,上市,5,190,1861
48,9941,裕融,其他業,上市,5,132,1839
