股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3535,晶彩科,2026-05-05,140.0,145.5,3.93%,29345,9420,3.12
4533,協易機,2026-05-05,31.1,32.75,5.31%,8943,2841,3.15
3051,力特,2026-05-05,29.9,29.85,-0.17%,21067,5829,3.61
3402,漢科,2026-05-05,143.0,145.5,1.75%,9118,1505,6.06
1504,東元,2026-05-05,70.3,68.5,-2.56%,55282,12783,4.32
3580,友威科,2026-05-05,94.9,99.0,4.32%,7228,2034,3.55
4510,高鋒,2026-05-05,51.0,48.4,-5.1%,13037,3959,3.29
4526,東台,2026-05-05,37.1,40.3,8.63%,27541,8038,3.43
5464,霖宏,2026-05-05,37.0,39.45,6.62%,5806,832,6.97
2417,圓剛,2026-05-05,56.0,56.9,1.61%,10351,2672,3.87
6207,雷科,2026-05-05,63.4,68.1,7.41%,18017,4813,3.74
6405,悅城,2026-05-05,61.4,61.4,0.0%,12493,2672,4.67
6412,群電,2026-05-05,87.9,90.4,2.84%,8741,2186,4.0
6451,訊芯-KY,2026-05-05,521.0,521.0,0.0%,10741,3419,3.14
8040,九暘,2026-05-05,78.6,81.8,4.07%,7716,2415,3.19
8121,越峰,2026-05-05,31.35,32.95,5.1%,5963,1175,5.08
2465,麗臺,2026-05-05,81.4,89.5,9.95%,8479,2762,3.07
8131,福懋科,2026-05-05,66.8,69.0,3.29%,17814,5864,3.04
2354,鴻準,2026-05-05,56.5,58.5,3.54%,36260,8325,4.36
2328,廣宇,2026-05-05,54.5,55.1,1.1%,47394,8720,5.44
1514,亞力,2026-05-05,123.0,120.0,-2.44%,13146,3087,4.26
2302,麗正,2026-05-05,19.15,20.3,6.01%,5177,1191,4.34
1809,中釉,2026-05-05,29.95,31.05,3.67%,16142,4273,3.78
4526,東台,2026-05-04,37.0,40.3,8.92%,23657,6797,3.48
2388,威盛,2026-05-04,83.0,79.9,-3.73%,57348,17673,3.24
4576,大銀微系統,2026-05-04,232.5,236.5,1.72%,18931,5318,3.56
4951,精拓科,2026-05-04,129.5,140.0,8.11%,7153,1014,7.05
5392,能率,2026-05-04,40.5,44.0,8.64%,9042,2632,3.44
2233,宇隆,2026-05-04,315.5,314.5,-0.32%,6301,1822,3.46
3707,漢磊,2026-05-04,67.2,75.5,12.35%,53150,11344,4.69
6207,雷科,2026-05-04,65.8,68.1,3.5%,14775,3937,3.75
6412,群電,2026-05-04,85.6,90.4,5.61%,9097,1780,5.11
1536,和大,2026-05-04,52.5,56.5,7.62%,7206,1937,3.72
6695,芯鼎,2026-05-04,46.1,50.6,9.76%,6943,1793,3.87
1513,中興電,2026-05-04,150.5,154.0,2.33%,15341,4717,3.25
2328,廣宇,2026-05-04,50.1,55.1,9.98%,35581,6553,5.43
1503,士電,2026-05-04,193.0,198.0,2.59%,7072,1845,3.83
2374,佳能,2026-05-04,80.0,81.0,1.25%,27579,7783,3.54
2417,圓剛,2026-05-04,51.8,56.9,9.85%,7068,2163,3.27
2342,茂矽,2026-05-04,33.9,39.7,17.11%,10334,2498,4.14
3051,力特,2026-05-04,29.5,29.85,1.19%,23694,4790,4.95
3033,威健,2026-05-04,36.55,38.55,5.47%,30818,5800,5.31
3605,宏致,2026-04-30,86.1,91.2,5.92%,27731,8156,3.4
2486,一詮,2026-04-30,258.0,307.0,18.99%,33488,10441,3.21
6207,雷科,2026-04-30,59.2,68.1,15.03%,14952,3233,4.62
6215,和椿,2026-04-30,108.0,116.0,7.41%,6478,2032,3.19
6218,豪勉,2026-04-30,39.3,38.45,-2.16%,16846,3529,4.77
6412,群電,2026-04-30,79.5,90.4,13.71%,5158,1360,3.79
1722,台肥,2026-04-30,51.0,47.0,-7.84%,41863,5367,7.8
2359,所羅門,2026-04-30,114.5,124.5,8.73%,6495,1659,3.91
2426,鼎元,2026-04-30,62.6,69.3,10.7%,64170,19519,3.29
2417,圓剛,2026-04-30,47.1,56.9,20.81%,11980,1821,6.58
6695,芯鼎,2026-04-30,46.3,50.6,9.29%,6236,1464,4.26
2892,第一金,2026-04-30,28.3,28.4,0.35%,79928,22298,3.58
6205,詮欣,2026-04-30,91.7,98.2,7.09%,25282,6804,3.72
3615,安可,2026-04-30,33.0,33.55,1.67%,9114,2767,3.29
2233,宇隆,2026-04-30,275.0,314.5,14.36%,6174,1528,4.04
5392,能率,2026-04-30,40.15,44.0,9.59%,7036,2210,3.18
4991,環宇-KY,2026-04-30,644.0,744.0,15.53%,6799,2235,3.04
3051,力特,2026-04-30,27.5,29.85,8.55%,11137,3623,3.07
3149,正達,2026-04-30,49.0,48.6,-0.82%,18968,6115,3.1
4540,全球傳動,2026-04-30,64.6,69.3,7.28%,27139,8164,3.32
3152,璟德,2026-04-30,185.0,173.5,-6.22%,8098,2267,3.57
4526,東台,2026-04-30,34.55,40.3,16.64%,23375,5897,3.96
2342,茂矽,2026-04-30,32.55,39.7,21.97%,6981,2007,3.48
3550,聯穎,2026-04-30,20.5,23.5,14.63%,13846,3701,3.74
3707,漢磊,2026-04-30,61.8,75.5,22.17%,33317,8800,3.79
2328,廣宇,2026-04-30,48.3,55.1,14.08%,24100,4901,4.92
2374,佳能,2026-04-30,75.0,81.0,8.0%,30274,6505,4.65
