排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軍工_航太製造與維修,3.16,100.0,6/6,1.61,0.31,-0.4,-0.95
2,記憶體封裝與測試,5.15,100.0,4/4,-15.63,-43.13,0.36,-2.58
3,記憶體模組,4.48,100.0,7/7,32.16,-63.48,-32.66,-4.89
4,記憶體製造,5.0,100.0,4/4,98.15,51.39,24.75,20.41
5,被動元件,4.67,94.74,18/19,-75.35,-135.53,8.92,12.69
6,航運,0.66,93.33,14/15,14.37,15.33,-2.75,-4.83
7,軍工_無人機相關,3.84,88.89,8/9,65.73,50.35,-1.29,36.04
8,BBU_電池模組,0.81,85.71,6/7,-1.3,-15.13,-0.07,-7.74
9,軟體設計,1.09,80.0,12/15,0.11,-0.77,0.35,1.05
10,記憶體控制IC,3.61,80.0,4/5,5.55,6.11,0.04,0.03
11,鋼鐵,0.9,80.0,12/15,16.93,5.41,-0.43,0.32
12,CPO_先進封裝測試,2.87,80.0,4/5,-16.09,-18.21,1.52,2.72
13,IC設計,3.02,76.92,10/13,39.3,76.84,-5.8,6.68
14,銀,1.12,75.0,3/4,-3.17,-13.66,0.98,-7.0
15,網通設備組件,2.6,75.0,15/20,24.96,5.13,-4.59,36.07
16,金融,1.43,73.68,14/19,64.38,91.0,-2.08,-4.39
17,塑膠,1.38,72.22,13/18,64.38,91.0,-2.08,-4.39
18,低軌衛星,2.46,71.43,5/7,40.22,57.11,8.94,13.96
19,半導體設備,0.41,71.43,5/7,-14.65,-21.07,1.0,13.61
20,工業自動化與機器人,1.38,71.43,5/7,-4.45,-2.82,0.15,4.3
21,銅,2.86,70.0,7/10,35.91,89.45,5.44,-6.83
22,玻璃,4.26,66.67,10/15,-28.77,-82.59,8.13,4.24
23,光學元件或組裝,3.26,66.67,10/15,-13.1,-19.21,17.87,13.85
24,PCB,2.82,66.67,10/15,-1.17,-8.22,19.25,46.86
25,CPO_光通訊,3.41,66.67,4/6,1.84,41.03,10.87,7.39
26,BBU_電源供應器與整合,1.35,60.0,3/5,-92.05,-125.0,4.27,14.74
27,無塵室與機電工程,2.86,60.0,3/5,-8.55,-26.82,-0.13,-5.94
28,化學,0.63,60.0,12/20,50.53,72.77,-2.57,-4.38
29,TPU_伺服器主板與印刷電路板,2.52,60.0,3/5,-16.77,-42.29,9.8,10.96
30,電池或電源,0.65,60.0,12/20,-102.23,-143.95,3.22,2.44
31,機器人,0.63,50.0,7/14,-103.7,-148.58,4.83,20.84
32,紡織,0.47,45.0,9/20,-1.23,-6.33,0.17,-0.45
33,造紙,0.03,42.86,3/7,-0.08,-0.96,-0.0,-0.01
34,電器電纜,0.05,40.0,4/10,-8.99,-9.93,-0.68,-2.76
35,廠務系統與水處理,-13.37,28.57,2/7,1.64,-1.14,0.01,0.24
36,TPU_散熱,-1.98,25.0,1/4,-53.09,-39.74,-40.99,-41.53
37,TPU_光通訊與連接器,-2.24,25.0,1/4,-17.26,0.68,-0.61,-6.38
