排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,半導體設備,3.75,85.71,6/7,1.11,-2.87,4.49,11.96
2,工業自動化與機器人,2.14,85.71,6/7,5.94,-0.33,-0.29,-3.52
3,機器人,1.66,85.71,12/14,-4.91,-5.09,3.96,-15.6
4,低軌衛星,2.61,85.71,6/7,-4.52,-13.4,5.84,-2.2
5,IC設計,3.41,84.62,11/13,-25.67,-3.49,3.52,-9.51
6,無塵室與機電工程,3.27,80.0,4/5,4.88,-15.31,0.04,-1.47
7,CPO_先進封裝測試,4.74,80.0,4/5,5.15,-3.05,5.42,2.18
8,銀,3.69,75.0,3/4,56.82,-20.08,-23.67,-50.02
9,記憶體封裝與測試,1.62,75.0,3/4,28.15,34.37,0.77,0.8
10,PCB,2.37,73.33,11/15,80.77,166.77,29.41,-12.1
11,航運,0.29,73.33,11/15,9.46,-12.41,0.8,1.21
12,玻璃,0.79,73.33,11/15,65.62,168.31,-35.56,-59.07
13,CPO_光通訊,1.74,66.67,4/6,-5.05,24.43,-3.27,18.76
14,鋼鐵,0.43,66.67,10/15,17.38,43.26,1.43,2.6
15,廠務系統與水處理,0.23,66.67,4/6,0.26,-0.44,-0.51,-0.51
16,化學,1.97,65.0,13/20,40.82,149.66,11.58,37.84
17,被動元件,1.32,63.16,12/19,26.38,-35.3,-17.66,-56.9
18,金融,1.01,63.16,12/19,32.68,132.39,9.59,31.32
19,塑膠,0.95,61.11,11/18,32.68,132.39,9.59,31.32
20,電器電纜,1.1,60.0,6/10,8.89,-11.14,-0.02,0.65
21,TPU_伺服器主板與印刷電路板,3.03,60.0,3/5,-18.23,46.14,5.93,10.91
22,電池或電源,0.86,60.0,12/20,-8.28,0.29,0.79,-11.52
23,BBU_電池模組,1.21,57.14,4/7,0.74,1.15,-3.09,-3.08
24,網通設備組件,1.81,55.0,11/20,-35.6,71.01,8.28,26.54
25,紡織,0.88,55.0,11/20,-1.78,-5.43,1.32,1.53
26,TPU_光通訊與連接器,1.2,50.0,2/4,9.72,36.24,-6.72,-8.43
27,軍工_航太製造與維修,0.44,50.0,3/6,-1.07,-27.66,0.13,0.24
28,軍工_無人機相關,1.02,50.0,4/8,-14.31,0.96,-0.12,-17.71
29,BBU_電源供應器與整合,0.2,40.0,2/5,-19.16,5.49,4.38,-8.48
30,記憶體控制IC,-0.75,40.0,2/5,-20.81,-10.31,0.29,0.29
31,銅,-0.64,40.0,4/10,-30.06,86.35,-0.53,-31.86
32,軟體設計,-6.5,33.33,5/15,-0.81,1.44,0.29,0.28
33,造紙,-0.33,28.57,2/7,0.04,0.05,-0.06,-0.06
34,光學元件或組裝,-0.83,26.67,4/15,-36.95,35.91,41.45,132.71
35,TPU_散熱,1.81,25.0,1/4,22.19,114.88,7.07,36.41
36,記憶體模組,-0.48,14.29,1/7,-23.27,-33.61,0.64,0.05
37,記憶體製造,-3.49,0.0,0/4,-361.11,-296.4,-19.8,-24.93
