股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6530,創威,2026-09-01,89.9,96.4,7.23%,5744,1571,3.66
8103,瀚荃,2026-09-01,120.5,126.5,4.98%,17338,4130,4.2
2457,飛宏,2026-09-01,23.0,22.7,-1.3%,6205,1327,4.68
2897,王道銀行,2026-09-01,10.35,10.6,2.42%,14531,3902,3.72
3037,欣興,2026-09-01,921.0,971.0,5.43%,94479,24497,3.86
2402,毅嘉,2026-09-01,60.0,62.2,3.67%,6075,1916,3.17
2201,裕隆,2026-09-01,30.05,31.5,4.83%,17333,3522,4.92
6533,晶心科,2026-09-01,273.0,262.5,-3.85%,6838,1919,3.56
6962,ITH-KY,2026-09-01,31.95,32.45,1.56%,11035,2684,4.11
3141,晶宏,2026-09-01,83.0,90.5,9.04%,10432,1581,6.6
1409,新纖,2026-09-01,25.0,25.65,2.6%,65478,14436,4.54
1326,台化,2026-09-01,69.3,74.3,7.22%,119283,30526,3.91
8111,立碁,2026-09-01,72.8,75.4,3.57%,34425,9458,3.64
1312,國喬,2026-09-01,15.8,15.65,-0.95%,139318,26931,5.17
1309,台達化,2026-09-01,13.5,13.85,2.59%,5877,1924,3.05
4971,IET-KY,2026-09-01,612.0,660.0,7.84%,5517,1820,3.03
3703,欣陸,2026-08-31,19.4,19.55,0.77%,10020,2126,4.71
3576,聯合再生,2026-08-31,17.35,17.8,2.59%,37850,12355,3.06
3645,達邁,2026-08-31,75.4,73.5,-2.52%,10020,2075,4.83
3529,力旺,2026-08-31,2500.0,2640.0,5.6%,7847,1373,5.71
1101,台泥,2026-08-31,24.3,25.3,4.12%,557094,52337,10.64
4716,大立,2026-08-31,19.05,17.55,-7.87%,8320,1741,4.78
6179,亞通,2026-08-31,30.4,30.2,-0.66%,11108,2722,4.08
6269,台郡,2026-08-31,73.3,75.2,2.59%,40184,8519,4.72
3380,明泰,2026-08-31,28.15,28.35,0.71%,6684,1515,4.41
6919,康霈*,2026-08-31,99.9,91.2,-8.71%,84080,9650,8.71
8105,凌巨,2026-08-31,16.65,15.85,-4.8%,14084,3244,4.34
8299,群聯,2026-08-31,2130.0,2125.0,-0.23%,20146,6108,3.3
1104,環泥,2026-08-31,26.45,27.1,2.46%,8828,1072,8.23
9925,新保,2026-08-31,39.85,40.05,0.5%,10669,1139,9.36
1717,長興,2026-08-31,77.6,84.7,9.15%,53441,17021,3.14
3339,泰谷,2026-08-31,43.0,47.4,10.23%,9229,2525,3.66
3293,鈊象,2026-08-31,703.0,711.0,1.14%,25878,3683,7.03
1312,國喬,2026-08-31,14.2,15.65,10.21%,108410,20192,5.37
2421,建準,2026-08-31,163.5,177.0,8.26%,21013,4577,4.59
2887,台新金,2026-08-31,37.5,40.3,7.47%,185653,58185,3.19
2106,建大,2026-08-31,16.9,17.45,3.25%,15574,2320,6.71
2834,臺企銀,2026-08-31,16.5,17.1,3.64%,750619,73466,10.22
2402,毅嘉,2026-08-31,56.6,62.2,9.89%,7201,1674,4.3
1712,興農,2026-08-31,39.8,40.15,0.88%,9180,1321,6.95
2530,華建,2026-08-31,19.2,19.75,2.86%,8735,1052,8.3
3376,新日興,2026-08-28,210.0,213.0,1.43%,18184,4150,4.38
2375,凱美,2026-08-28,136.0,127.0,-6.62%,19479,5932,3.28
6668,中揚光,2026-08-28,43.6,42.85,-1.72%,10978,1255,8.74
8033,雷虎,2026-08-28,202.0,185.5,-8.17%,25691,8341,3.08
8021,尖點,2026-08-28,433.5,450.0,3.81%,16137,5168,3.12
1597,直得,2026-08-28,151.0,144.5,-4.3%,6997,2112,3.31
1514,亞力,2026-08-28,111.0,103.5,-6.76%,6054,1469,4.12
1312,國喬,2026-08-28,15.7,15.65,-0.32%,212554,14973,14.19
6269,台郡,2026-08-28,77.1,75.2,-2.46%,21744,6743,3.22
6108,競國,2026-08-28,24.3,23.9,-1.65%,11060,3114,3.55
6217,中探針,2026-08-28,178.0,189.5,6.46%,9752,2087,4.67
6179,亞通,2026-08-28,27.9,30.2,8.24%,11108,2197,5.06
3406,玉晶光,2026-08-28,840.0,1005.0,19.64%,14487,4495,3.22
5425,台半,2026-08-28,97.2,95.2,-2.06%,49545,15464,3.2
5314,世紀,2026-08-28,41.8,35.3,-15.55%,22431,4243,5.29
5291,邑昇,2026-08-28,67.0,72.4,8.06%,5725,947,6.04
4939,亞電,2026-08-28,91.8,87.1,-5.12%,82048,19057,4.31
4908,前鼎,2026-08-28,195.0,229.5,17.69%,11244,3224,3.49
4716,大立,2026-08-28,17.9,17.55,-1.96%,5146,1370,3.75
4303,信立,2026-08-28,43.95,37.55,-14.56%,6519,1375,4.74
3645,達邁,2026-08-28,69.7,73.5,5.45%,8568,1708,5.02
3049,精金,2026-08-28,13.25,13.3,0.38%,54731,9689,5.65
3094,聯傑,2026-08-28,38.05,41.2,8.28%,11056,2485,4.45
3504,揚明光,2026-08-28,92.5,87.2,-5.73%,12150,3822,3.18
