排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1301,台塑,塑膠工業,上市,26836,84825
2,1303,南亞,塑膠工業,上市,35285,80234
3,2883,凱基金,金融保險業,上市,28156,76935
4,2409,友達,光電業,上市,32979,55420
5,1326,台化,塑膠工業,上市,26840,55118
6,1312,國喬,塑膠工業,上市,31147,47044
7,1815,富喬,電子零組件業,上櫃,-3695,45949
8,6770,力積電,半導體業,上市,67730,44523
9,2887,台新金,金融保險業,上市,33805,43056
10,2303,聯電,半導體業,上市,-29173,34439
11,2408,南亞科,半導體業,上市,4850,32459
12,1717,長興,化學工業,上市,15101,31056
13,2882,國泰金,金融保險業,上市,10435,29145
14,2313,華通,電子零組件業,上市,9252,24677
15,2881,富邦金,金融保險業,上市,391,22035
16,2892,第一金,金融保險業,上市,11544,21651
17,3374,精材,半導體業,上櫃,7228,21120
18,2890,永豐金,金融保險業,上市,16129,18654
19,1802,台玻,玻璃陶瓷,上市,-2410,18609
20,1605,華新,電器電纜,上市,2116,17475
21,2421,建準,電子零組件業,上市,10365,17360
22,5880,合庫金,金融保險業,上市,8330,17021
23,2344,華邦電,半導體業,上市,9111,14863
24,2884,玉山金,金融保險業,上市,9542,14421
25,2880,華南金,金融保險業,上市,4840,14200
26,2886,兆豐金,金融保險業,上市,1245,13937
27,1314,中石化,塑膠工業,上市,8315,13783
28,3105,穩懋,半導體業,上櫃,-5782,13046
29,2481,強茂,半導體業,上市,-5215,12544
30,2834,臺企銀,金融保險業,上市,23586,12190
31,2610,華航,航運業,上市,-1593,11999
32,2606,裕民,航運業,上市,3609,11242
33,4939,亞電,電子零組件業,上櫃,-1283,11053
34,2801,彰銀,金融保險業,上市,5445,10743
35,2455,全新,通信網路業,上市,5595,10470
36,6269,台郡,電子零組件業,上市,887,9793
37,2354,鴻準,其他電子業,上市,5089,8890
38,8358,金居,電子零組件業,上櫃,-3611,8276
39,6116,彩晶,光電業,上市,-2521,7963
40,2382,廣達,電腦及週邊設備業,上市,2909,7558
41,6505,台塑化,油電燃氣業,上市,2889,7470
42,4958,臻鼎-KY,電子零組件業,上市,2792,7299
43,3450,聯鈞,半導體業,上市,-777,7246
44,3324,雙鴻,其他電子業,上櫃,3597,7101
45,2618,長榮航,航運業,上市,1693,7072
46,2489,瑞軒,光電業,上市,13331,6894
47,3376,新日興,電子零組件業,上市,-923,6656
48,3045,台灣大,通信網路業,上市,1143,6291
49,1718,中纖,化學工業,上市,4015,6219
50,1608,華榮,電器電纜,上市,-20,6104
