股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
3211,順達,BBU_電池模組,5.05,2.14,9808
6781,AES-KY,BBU_電池模組,2.67,1.32,805
6121,新普,BBU_電池模組,1.11,-0.12,372
4931,新盛力,BBU_電池模組,0.58,-1.88,5290
6558,興能高,BBU_電池模組,-0.2,-5.02,159
3323,加百裕,BBU_電池模組,-0.34,-3.92,232
3625,西勝,BBU_電池模組,-0.39,2.81,449
3305,昇貿,BBU_電源供應器與整合,2.23,2.69,1949
2308,台達電,BBU_電源供應器與整合,1.36,5.37,8434
3625,西勝,BBU_電源供應器與整合,-0.39,2.81,449
5309,系統電,BBU_電源供應器與整合,-0.74,-2.19,971
2301,光寶科,BBU_電源供應器與整合,-1.48,-0.17,18521
6515,穎崴,CPO_先進封裝測試,9.94,13.19,548
6257,矽格,CPO_先進封裝測試,6.24,8.58,17091
3363,上詮,CPO_先進封裝測試,5.22,11.65,7870
3265,台星科,CPO_先進封裝測試,2.53,3.4,3191
6451,訊芯-KY,CPO_先進封裝測試,-0.22,0.66,5338
2455,全新,CPO_光通訊,9.85,21.02,28052
3163,波若威,CPO_光通訊,2.7,-1.93,954
4977,眾達-KY,CPO_光通訊,2.0,4.08,6878
6442,光聖,CPO_光通訊,0.31,2.51,1814
4979,華星光,CPO_光通訊,-1.48,-2.76,2791
3081,聯亞,CPO_光通訊,-2.97,1.63,2633
3529,力旺,IC設計,10.0,-0.38,637
2454,聯發科,IC設計,9.94,11.64,4931
3661,世芯-KY,IC設計,4.91,10.47,2521
3661,世芯-KY,IC設計,4.91,10.47,2521
3035,智原,IC設計,4.86,3.97,6122
3035,智原,IC設計,4.86,3.97,6122
6531,愛普*,IC設計,3.34,4.47,4604
6643,M31,IC設計,2.55,-4.63,590
8054,安國,IC設計,0.97,-0.36,574
2388,威盛,IC設計,0.83,1.1,2051
6533,晶心科,IC設計,0.57,-2.23,6838
3443,創意,IC設計,-1.72,1.27,2108
3443,創意,IC設計,-1.72,1.27,2108
3715,定穎投控,PCB,9.96,13.73,9357
4958,臻鼎-KY,PCB,7.0,12.16,71767
3189,景碩,PCB,6.72,-4.38,36368
2368,金像電,PCB,5.15,18.93,12953
2316,楠梓電,PCB,4.39,3.74,3969
2383,台光電,PCB,2.83,2.55,1770
1815,富喬,PCB,1.98,10.73,69204
2313,華通,PCB,1.41,3.28,55591
6274,台燿,PCB,1.05,0.35,4920
2367,燿華,PCB,0.45,-1.98,3985
6213,聯茂,PCB,0.36,-2.31,13046
5469,瀚宇博,PCB,0.0,1.37,1142
8046,南電,PCB,-0.41,-5.41,18224
8358,金居,PCB,-2.59,6.48,31423
3037,欣興,PCB,-2.8,-17.71,94479
3715,定穎投控,TPU_伺服器主板與印刷電路板,9.96,13.73,9357
2368,金像電,TPU_伺服器主板與印刷電路板,5.15,18.93,12953
2383,台光電,TPU_伺服器主板與印刷電路板,2.83,2.55,1770
5469,瀚宇博,TPU_伺服器主板與印刷電路板,0.0,1.37,1142
3037,欣興,TPU_伺服器主板與印刷電路板,-2.8,-17.71,94479
2345,智邦,TPU_光通訊與連接器,8.35,5.5,5313
6442,光聖,TPU_光通訊與連接器,0.31,2.51,1814
6805,富世達,TPU_光通訊與連接器,-0.87,2.7,2618
3081,聯亞,TPU_光通訊與連接器,-2.97,1.63,2633
3324,雙鴻,TPU_散熱,10.0,29.72,9282
3017,奇鋐,TPU_散熱,-0.44,2.1,3084
6805,富世達,TPU_散熱,-0.87,2.7,2618
6831,未知,TPU_散熱,-1.46,2.7,1084
2345,智邦,低軌衛星,8.35,5.5,5313
3491,昇達科,低軌衛星,7.25,3.86,1970
6190,萬泰科,低軌衛星,1.42,4.07,2972
2313,華通,低軌衛星,1.41,3.28,55591
2367,燿華,低軌衛星,0.45,-1.98,3985
2485,兆赫,低軌衛星,0.35,-2.5,2502
6443,元晶,低軌衛星,-0.96,-3.56,5302
6209,今國光,光學元件或組裝,3.02,7.06,21793
4977,眾達-KY,光學元件或組裝,2.0,4.08,6878
3019,亞光,光學元件或組裝,0.35,3.99,8488
6442,光聖,光學元件或組裝,0.31,2.51,1814
3406,玉晶光,光學元件或組裝,0.0,20.5,13040
2374,佳能,光學元件或組裝,0.0,-0.58,2622
6451,訊芯-KY,光學元件或組裝,-0.22,0.66,5338
3008,大立光,光學元件或組裝,-0.92,9.62,3399
3362,先進光,光學元件或組裝,-0.99,-2.2,974
4979,華星光,光學元件或組裝,-1.48,-2.76,2791
4976,佳凌,光學元件或組裝,-2.33,-5.5,2231
6668,中揚光,光學元件或組裝,-2.61,-0.23,2038
3081,聯亞,光學元件或組裝,-2.97,1.63,2633
3450,聯鈞,光學元件或組裝,-3.25,8.13,16284
3504,揚明光,光學元件或組裝,-3.43,-7.33,4351
1326,台化,化學,8.78,17.56,119283
4763,材料-KY,化學,7.99,9.17,14319
1773,勝一,化學,4.57,7.19,2984
6505,台塑化,化學,4.35,5.5,30357
1409,新纖,化學,4.27,2.6,65478
4770,上品,化學,4.24,3.99,838
4749,新應材,化學,3.9,1.27,640
1402,遠東新,化學,3.7,3.52,16143
1717,長興,化學,2.67,11.74,52664
1301,台塑,化學,2.42,7.45,69471
4755,三福化,化學,1.69,0.84,139
1725,元禎,化學,0.96,-0.94,17
1722,台肥,化學,0.22,0.11,6053
1304,台聚,化學,0.0,2.02,4835
4720,德淵,化學,0.0,-2.31,423
1440,南紡,化學,-0.36,0.0,3967
1723,中碳,化學,-0.58,-1.15,580
1710,東聯,化學,-1.53,1.9,5853
1303,南亞,化學,-3.3,3.08,129835
1727,中華化,化學,-4.6,-1.65,7631
3680,家登,半導體設備,9.94,10.5,3072
3583,辛耘,半導體設備,6.77,1.71,1393
6196,帆宣,半導體設備,4.54,1.91,1607
2460,建通,半導體設備,2.65,-1.02,284
6187,萬潤,半導體設備,2.23,-3.85,3193
3138,耀登,半導體設備,1.87,-0.91,171
6640,均華,半導體設備,-1.75,4.19,1346
1326,台化,塑膠,8.78,17.56,119283
6505,台塑化,塑膠,4.35,5.5,30357
1309,台達化,塑膠,2.97,3.36,5877
1301,台塑,塑膠,2.42,7.45,69471
1321,大洋,塑膠,1.24,-3.26,95
1314,中石化,塑膠,0.98,1.23,27691
1308,亞聚,塑膠,0.69,2.84,3865
1312,國喬,塑膠,0.64,9.44,139318
1305,華夏,塑膠,0.4,1.61,3617
1307,三芳,塑膠,0.16,-1.13,465
1315,達新,塑膠,0.15,1.54,38
1304,台聚,塑膠,0.0,2.02,4835
1313,聯成,塑膠,0.0,0.0,4440
4306,炎洲,塑膠,0.0,-0.33,528
1337,再生-KY,塑膠,-0.43,-2.54,254
1323,永裕,塑膠,-0.47,-0.23,32
1325,恆大,塑膠,-1.54,-2.47,315
1303,南亞,塑膠,-3.3,3.08,129835
4576,大銀微系統,工業自動化與機器人,6.47,6.96,3703
1597,直得,工業自動化與機器人,4.33,-2.03,2406
2049,上銀,工業自動化與機器人,2.57,-0.14,3172
1590,亞德客-KY,工業自動化與機器人,1.4,-2.36,548
6215,和椿,工業自動化與機器人,1.12,0.92,649
1583,程泰,工業自動化與機器人,0.42,-1.33,8
5443,均豪,工業自動化與機器人,-1.33,4.69,6176
8473,山林水,廠務系統與水處理,0.87,-0.22,550
6894,衛司特,廠務系統與水處理,0.42,7.73,37
6944,未知,廠務系統與水處理,0.28,0.42,309
8936,國統,廠務系統與水處理,0.2,-0.78,598
6803,崑鼎,廠務系統與水處理,-0.18,-0.18,34
1535,中宇,廠務系統與水處理,-0.22,-0.65,32
4576,大銀微系統,機器人,6.47,6.96,3703
