股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,35.2,4,4748042,949,35.35,34.3,3.06%
1717,長興,76.8,4,5951596,1190,85.5,75.2,13.70%
2027,大成鋼,50.2,4,8710000,1742,50.5,47.85,5.54%
2313,華通,236.0,5,9103000,1820,260.0,236.0,10.17%
2353,宏碁,31.25,4,6833039,1366,32.7,30.55,7.04%
2356,英業達,65.0,4,2593159,518,68.4,63.8,7.21%
2382,廣達,335.0,5,4747564,949,342.5,326.0,5.06%
2449,京元電子,261.0,4,7772158,1554,283.5,249.5,13.63%
2481,強茂,156.0,4,3394000,678,162.5,146.5,10.92%
2542,興富發,48.65,5,8300000,1660,48.75,46.5,4.84%
2610,華航,20.55,4,4400000,880,20.65,20.1,2.74%
2618,長榮航,42.8,5,9923722,1984,42.95,41.45,3.62%
2855,統一證,50.6,5,4919321,983,50.8,47.75,6.39%
2881,富邦金,147.0,4,3895286,779,148.5,140.5,5.69%
2882,國泰金,112.5,5,15202197,3040,115.0,103.0,11.65%
2891,中信金,67.5,5,21595108,4319,68.0,63.5,7.09%
3231,緯創,188.5,5,23687981,4737,196.0,174.0,12.64%
3706,神達,91.5,5,3633600,726,95.8,91.1,5.16%
4938,和碩,90.4,4,4506751,901,92.9,87.7,5.93%
