股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
8431,匯鑽科,2026-09-03,59.1,63.7,7.78%,7695,836,9.2
2889,國票金,2026-09-03,16.0,16.45,2.81%,44317,13796,3.21
4510,高鋒,2026-09-03,46.2,47.05,1.84%,9556,2550,3.75
3714,富采,2026-09-03,63.8,61.5,-3.61%,50253,11085,4.53
3380,明泰,2026-09-03,30.0,29.0,-3.33%,7241,2137,3.39
3141,晶宏,2026-09-03,99.5,100.0,0.5%,21370,3341,6.4
3094,聯傑,2026-09-03,41.85,42.3,1.08%,9326,3104,3.0
6217,中探針,2026-09-03,196.0,195.5,-0.26%,13188,4095,3.22
3019,亞光,2026-09-03,162.0,143.0,-11.73%,33676,5896,5.71
3006,晶豪科,2026-09-03,300.5,277.0,-7.82%,41962,13826,3.04
2897,王道銀行,2026-09-03,10.7,10.9,1.87%,16173,4632,3.49
6224,聚鼎,2026-09-03,89.9,79.6,-11.46%,7047,1546,4.56
2498,宏達電,2026-09-03,41.3,41.6,0.73%,12708,3999,3.18
2486,一詮,2026-09-03,304.5,259.5,-14.78%,34953,10040,3.48
2419,仲琦,2026-09-03,28.2,27.3,-3.19%,13313,1086,12.25
8064,東捷,2026-09-03,105.5,102.0,-3.32%,12041,2730,4.41
8111,立碁,2026-09-03,76.5,72.0,-5.88%,37962,11172,3.4
4526,東台,2026-09-03,32.2,31.4,-2.48%,11493,1643,6.99
4971,IET-KY,2026-09-02,654.0,611.0,-6.57%,8621,2788,3.09
6530,創威,2026-09-02,93.7,95.0,1.39%,8685,1981,4.38
6217,中探針,2026-09-02,190.0,195.5,2.89%,16892,3487,4.84
6668,中揚光,2026-09-02,42.7,42.6,-0.23%,8037,1847,4.35
6669,緯穎,2026-09-02,2790.0,2475.0,-11.29%,10869,2022,5.37
6209,今國光,2026-09-02,80.5,81.1,0.75%,33317,9663,3.45
6197,佳必琪,2026-09-02,322.0,299.0,-7.14%,6629,1644,4.03
4976,佳凌,2026-09-02,37.95,37.7,-0.66%,12907,3957,3.26
8111,立碁,2026-09-02,75.0,72.0,-4.0%,45295,9670,4.68
3380,明泰,2026-09-02,28.85,29.0,0.52%,8377,1854,4.52
4908,前鼎,2026-09-02,227.0,204.5,-9.91%,17559,4445,3.95
3141,晶宏,2026-09-02,93.5,100.0,6.95%,18169,2402,7.56
3019,亞光,2026-09-02,143.0,143.0,0.0%,24643,4373,5.63
2491,吉祥全,2026-09-02,45.75,45.0,-1.64%,8049,2004,4.02
2402,毅嘉,2026-09-01,60.0,57.3,-4.5%,6075,1872,3.24
8111,立碁,2026-09-01,72.8,72.0,-1.1%,34425,8382,4.11
1326,台化,2026-09-01,69.3,69.7,0.58%,119283,30526,3.91
1409,新纖,2026-09-01,25.0,24.6,-1.6%,65478,14436,4.54
8103,瀚荃,2026-09-01,120.5,121.0,0.41%,17338,4447,3.9
2201,裕隆,2026-09-01,30.05,31.4,4.49%,17333,3429,5.05
6962,ITH-KY,2026-09-01,31.95,31.8,-0.47%,11035,2738,4.03
6533,晶心科,2026-09-01,273.0,264.0,-3.3%,6838,1919,3.56
2457,飛宏,2026-09-01,23.0,22.55,-1.96%,6205,1327,4.68
1312,國喬,2026-09-01,15.8,14.9,-5.7%,139318,26931,5.17
6530,創威,2026-09-01,89.9,95.0,5.67%,5744,1599,3.59
2897,王道銀行,2026-09-01,10.35,10.9,5.31%,14531,3653,3.98
3037,欣興,2026-09-01,921.0,923.0,0.22%,94479,24497,3.86
3141,晶宏,2026-09-01,83.0,100.0,20.48%,10432,1538,6.78
1309,台達化,2026-09-01,13.5,13.6,0.74%,5877,1924,3.05
