排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,電器電纜,2.36,100.0,10/10,9.75,10.76,-1.13,-2.78
2,記憶體製造,7.25,100.0,4/4,43.02,89.88,9.74,-1.98
3,電池或電源,1.82,90.0,18/20,72.86,63.76,-2.03,-12.73
4,銅,2.58,90.0,9/10,-13.87,-19.82,2.03,22.97
5,被動元件,4.89,89.47,17/19,61.23,56.63,4.01,-5.49
6,低軌衛星,4.72,85.71,6/7,26.6,7.93,-0.35,-3.16
7,造紙,0.7,85.71,6/7,-0.08,-0.67,-0.0,-0.01
8,半導體設備,0.56,85.71,6/7,1.0,12.82,-0.02,-0.01
9,BBU_電池模組,0.46,85.71,6/7,-0.66,5.5,-0.66,0.5
10,IC設計,2.7,84.62,11/13,-11.19,-75.05,-2.29,-24.96
11,CPO_先進封裝測試,3.45,80.0,4/5,-1.55,3.57,5.17,1.1
12,鋼鐵,0.82,80.0,12/15,2.4,-9.0,-0.07,-0.04
13,BBU_電源供應器與整合,2.9,80.0,4/5,65.92,55.07,-0.25,-9.98
14,記憶體封裝與測試,3.98,75.0,3/4,-4.11,-5.14,-2.76,-8.72
15,銀,7.13,75.0,3/4,3.5,6.93,3.41,3.07
16,航運,0.74,73.33,11/15,0.04,32.54,4.45,3.79
17,PCB,1.87,73.33,11/15,-39.08,-24.46,4.39,51.07
18,記憶體模組,6.17,71.43,5/7,-12.93,15.2,0.06,-2.86
19,紡織,0.88,70.0,14/20,-3.42,-15.03,-0.84,-0.33
20,軍工_航太製造與維修,1.23,66.67,4/6,0.36,0.36,0.57,0.58
21,軍工_無人機相關,0.75,66.67,6/9,-8.09,-80.13,-2.05,-9.94
22,網通設備組件,0.95,65.0,13/20,2.35,-133.91,-5.18,-26.07
23,記憶體控制IC,2.41,60.0,3/5,21.15,17.56,-0.03,-0.05
24,軟體設計,0.46,60.0,9/15,0.32,0.68,-0.01,0.22
25,玻璃,0.56,60.0,9/15,-15.8,20.83,-2.04,-1.55
26,TPU_伺服器主板與印刷電路板,0.64,60.0,3/5,-14.55,-2.74,1.79,5.91
27,無塵室與機電工程,0.59,60.0,3/5,-8.16,-30.99,-9.35,-6.75
28,機器人,0.79,57.14,8/14,62.37,56.36,-0.12,-11.9
29,廠務系統與水處理,1.11,57.14,4/7,-0.31,0.21,-0.01,0.06
30,工業自動化與機器人,-0.35,57.14,4/7,-0.86,-1.88,0.06,-0.16
31,光學元件或組裝,-0.54,53.33,8/15,-21.27,-15.85,2.49,-2.79
32,TPU_散熱,1.24,50.0,2/4,11.04,-5.43,-2.69,-11.5
33,塑膠,-0.36,44.44,8/18,-26.15,-26.04,-0.21,28.44
34,金融,-0.37,42.11,8/19,-26.15,-26.05,-0.21,28.44
35,TPU_光通訊與連接器,-2.12,25.0,1/4,18.17,-27.76,-12.24,-26.62
36,化學,-1.28,25.0,5/20,-35.76,-48.92,-1.25,27.47
37,CPO_光通訊,-6.34,0.0,0/6,-40.78,-51.66,-2.06,-0.67
