股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2419,仲琦,34.15,9.98,-1212.0,133.67,0.0,0.0
3163,波若威,424.5,9.97,-1995.94,-1841.66,232.0,232.0
2486,一詮,127.5,9.91,7942.01,20621.44,985.0,985.0
6168,宏齊,23.9,9.88,-175.0,-729.0,0.0,0.0
8074,鉅橡,69.9,8.7,-767.99,11.03,0.0,0.0
3374,精材,192.5,7.54,-425.99,1658.01,3.0,12.0
