股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6761,穩得,2026-01-27,160.0,156.0,-2.5%,6300,1090,5.78
4949,有成精密,2026-01-27,51.9,48.6,-6.36%,8516,1590,5.35
4534,慶騰,2026-01-27,26.25,24.65,-6.1%,7831,1345,5.82
4121,優盛,2026-01-27,17.4,18.85,8.33%,6490,720,9.01
3694,海華,2026-01-27,70.8,64.9,-8.33%,15579,2056,7.58
3630,新鉅科,2026-01-27,39.7,37.9,-4.53%,21765,4071,5.35
1444,力麗,2026-01-27,7.3,7.06,-3.29%,8963,1616,5.55
6153,嘉聯益,2026-01-27,20.1,16.9,-15.92%,32515,5879,5.53
2515,中工,2026-01-27,15.4,13.6,-11.69%,55831,10479,5.33
6168,宏齊,2026-01-27,21.85,23.9,9.38%,13329,1519,8.77
4714,永捷,2026-01-27,19.0,18.4,-3.16%,14147,2414,5.86
2431,聯昌,2026-01-27,17.65,17.65,0.0%,12333,1551,7.95
1710,東聯,2026-01-27,14.0,13.85,-1.07%,22492,3339,6.73
1471,首利,2026-01-27,14.65,14.65,0.0%,15202,1845,8.24
1455,集盛,2026-01-27,10.4,10.3,-0.96%,12950,1315,9.84
6202,盛群,2026-01-26,44.15,48.1,8.95%,10004,1947,5.14
6271,同欣電,2026-01-26,159.0,156.5,-1.57%,31451,6051,5.2
2355,敬鵬,2026-01-26,40.0,37.65,-5.88%,50040,8023,6.24
3630,新鉅科,2026-01-26,37.3,37.9,1.61%,16096,3011,5.35
2453,凌群,2026-01-26,64.5,58.3,-9.61%,8587,1355,6.34
6202,盛群,2026-01-23,45.0,48.1,6.89%,7810,1470,5.31
6271,同欣電,2026-01-23,143.5,156.5,9.06%,29238,4671,6.26
6470,宇智,2026-01-23,54.8,53.4,-2.55%,5313,440,12.06
1337,再生-KY,2026-01-23,6.33,6.16,-2.69%,6216,745,8.34
3323,加百裕,2026-01-23,42.55,40.05,-5.88%,18503,3299,5.61
2489,瑞軒,2026-01-23,23.1,23.55,1.95%,95842,18406,5.21
2453,凌群,2026-01-23,60.2,58.3,-3.16%,6453,937,6.88
2365,昆盈,2026-01-23,38.05,39.3,3.29%,22726,3701,6.14
2356,英業達,2026-01-23,54.5,45.5,-16.51%,187442,33715,5.56
1618,合機,2026-01-23,51.2,47.35,-7.52%,17642,3361,5.25
1609,大亞,2026-01-23,49.6,43.5,-12.3%,84577,15787,5.36
3338,泰碩,2026-01-23,57.5,52.7,-8.35%,6456,819,7.88
