排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_光通訊與連接器,7.46,100.0,4/4,35.72,-7.88,-0.4,-5.98
2,記憶體製造,3.26,100.0,4/4,52.58,-69.81,-1.5,-1.8
3,CPO_光通訊,6.53,100.0,6/6,27.43,9.39,-2.85,16.21
4,TPU_散熱,1.45,100.0,4/4,-4.59,12.41,-5.29,-13.16
5,光學元件或組裝,3.64,93.33,14/15,29.23,69.52,-2.78,-10.71
6,電器電纜,0.84,90.0,9/10,1.28,2.58,-0.49,0.09
7,被動元件,2.67,89.47,17/19,53.6,237.71,0.07,-5.86
8,記憶體模組,4.03,85.71,6/7,-1.27,-92.82,6.22,1.66
9,半導體設備,4.16,85.71,6/7,14.77,28.79,-0.79,2.87
10,銅,2.23,80.0,8/10,-28.58,42.96,-2.6,10.11
11,CPO_先進封裝測試,3.2,80.0,4/5,-9.02,7.76,-1.17,-4.3
12,記憶體控制IC,1.19,80.0,4/5,-1.56,-18.69,-0.04,-0.52
13,無塵室與機電工程,4.19,80.0,4/5,6.43,1.34,-2.06,-2.14
14,BBU_電源供應器與整合,3.39,80.0,4/5,11.71,111.37,0.35,-1.96
15,銀,3.68,75.0,3/4,42.52,127.85,-0.38,-1.03
16,記憶體封裝與測試,1.92,75.0,3/4,0.37,5.22,-2.16,-1.76
17,工業自動化與機器人,2.48,71.43,5/7,2.74,22.08,-0.17,-0.35
18,機器人,1.84,71.43,10/14,12.33,114.0,-0.13,-3.08
19,電池或電源,0.83,65.0,13/20,11.21,106.35,-4.64,-7.06
20,網通設備組件,1.81,60.0,12/20,-4.81,34.63,-1.65,9.98
21,玻璃,0.26,60.0,9/15,-25.91,103.54,-1.32,2.4
22,TPU_伺服器主板與印刷電路板,2.69,60.0,3/5,10.02,101.04,6.98,23.59
23,低軌衛星,0.99,57.14,4/7,6.86,8.71,4.9,10.59
24,造紙,0.09,57.14,4/7,0.1,0.02,0.0,0.0
25,IC設計,0.95,53.85,7/13,-10.2,-6.01,-2.78,-10.24
26,航運,0.31,53.33,8/15,-2.87,-15.91,-1.41,-3.99
27,PCB,0.77,53.33,8/15,-94.22,91.18,7.96,31.61
28,軟體設計,-0.24,46.67,7/15,-0.29,0.21,-0.0,-0.01
29,紡織,0.35,45.0,9/20,-1.86,-1.82,-0.12,0.18
30,軍工_無人機相關,-0.07,44.44,4/9,-23.06,-33.57,-4.36,-8.05
31,廠務系統與水處理,0.12,42.86,3/7,0.32,3.29,0.0,0.33
32,BBU_電池模組,0.22,42.86,3/7,0.61,-1.7,-4.3,-5.13
33,化學,0.52,40.0,8/20,-20.24,28.51,-11.26,-10.12
34,塑膠,-1.03,22.22,4/18,-21.27,2.97,-2.2,-0.79
35,金融,-1.08,21.05,4/19,-21.27,2.98,-2.2,-0.79
36,鋼鐵,-1.09,20.0,3/15,-40.24,45.87,-0.41,-2.35
37,軍工_航太製造與維修,0.64,16.67,1/6,-0.52,0.59,-0.01,-0.25
