股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
2049,上銀,392.5,25.6%,11850,1.52
2303,聯電,110.0,42.3%,413940,2.1
2359,所羅門,135.0,13.45%,10519,2.49
2441,超豐,106.5,26.79%,37141,2.43
2542,興富發,43.75,8.97%,17357,2.25
3033,威健,47.9,33.99%,30562,2.21
3048,益登,56.1,47.05%,24415,3.88
3090,日電貿,142.0,47.46%,14966,2.82
3149,正達,57.4,21.35%,28811,2.68
3209,全科,68.0,30.27%,10296,2.02
3305,昇貿,138.5,27.65%,21193,3.23
3317,尼克森,75.3,35.19%,13856,3.2
3374,精材,278.0,38.65%,47620,3.15
3615,安可,37.25,16.95%,12587,1.71
3624,光頡,76.2,50.0%,33811,4.22
3707,漢磊,80.4,21.45%,50909,2.68
6147,頎邦,205.0,25.77%,82576,1.59
6175,立敦,73.9,18.43%,20870,2.08
6215,和椿,130.5,17.57%,14048,3.51
6239,力成,248.0,22.17%,56525,1.69
6834,天二科技,50.2,33.51%,10730,4.62
8028,昇陽半導體,287.5,17.35%,37638,1.5
8926,台汽電,61.1,37.61%,17577,4.9
