股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3390,旭軟,2026-04-24,27.85,28.75,3.23%,9527,1379,6.91
6176,瑞儀,2026-04-24,107.0,110.0,2.8%,47685,7717,6.18
3588,通嘉,2026-04-24,68.5,64.7,-5.55%,7844,1532,5.12
3019,亞光,2026-04-24,133.0,139.5,4.89%,23636,3591,6.58
2542,興富發,2026-04-24,37.8,39.15,3.57%,55495,7814,7.1
6108,競國,2026-04-24,18.0,19.35,7.5%,6281,849,7.39
3338,泰碩,2026-04-24,83.5,81.2,-2.75%,23146,4193,5.52
6234,高僑,2026-04-24,46.0,43.85,-4.67%,23469,4324,5.43
6176,瑞儀,2026-04-23,106.0,110.0,3.77%,41171,5467,7.53
6275,元山,2026-04-23,59.5,54.8,-7.9%,8412,1509,5.57
6735,美達科技,2026-04-23,110.5,121.5,9.95%,6019,526,11.43
1569,濱川,2026-04-23,58.3,62.1,6.52%,9680,1568,6.17
5471,松翰,2026-04-23,48.3,45.25,-6.31%,9520,1076,8.85
4966,譜瑞-KY,2026-04-23,620.0,649.0,4.68%,7390,1361,5.43
4952,凌通,2026-04-23,56.0,50.3,-10.18%,5981,981,6.09
4931,新盛力,2026-04-23,165.0,162.5,-1.52%,56275,8778,6.41
3588,通嘉,2026-04-23,69.8,64.7,-7.31%,9727,1149,8.46
6962,ITH-KY,2026-04-23,39.2,39.45,0.64%,33040,5317,6.21
3483,力致,2026-04-23,101.0,99.1,-1.88%,8221,1263,6.51
3430,奇鈦科,2026-04-23,110.0,112.0,1.82%,11918,1700,7.01
3390,旭軟,2026-04-23,27.95,28.75,2.86%,7033,911,7.71
6104,創惟,2026-04-23,109.5,99.0,-9.59%,9923,1617,6.14
8227,巨有科技,2026-04-23,169.5,164.5,-2.95%,6258,979,6.39
3228,金麗科,2026-04-23,195.0,218.5,12.05%,5102,837,6.09
1721,三晃,2026-04-23,29.4,27.3,-7.14%,32491,5169,6.29
3227,原相,2026-04-23,236.0,212.0,-10.17%,10737,1703,6.3
3217,優群,2026-04-23,179.5,177.0,-1.39%,11089,1297,8.55
2241,艾姆勒,2026-04-23,32.0,32.2,0.63%,7727,796,9.7
3086,華義,2026-04-23,47.5,42.5,-10.53%,10660,780,13.66
2312,金寶,2026-04-23,31.4,26.1,-16.88%,208337,36141,5.76
2340,台亞,2026-04-23,45.8,36.85,-19.54%,53991,10680,5.06
3338,泰碩,2026-04-23,85.0,81.2,-4.47%,20492,3092,6.63
2436,偉詮電,2026-04-23,80.7,79.5,-1.49%,67571,11527,5.86
2377,微星,2026-04-23,99.0,95.1,-3.94%,46220,7736,5.97
3338,泰碩,2026-04-22,70.0,81.2,16.0%,12501,2114,5.91
6202,盛群,2026-04-22,57.6,57.8,0.35%,18836,3386,5.56
6695,芯鼎,2026-04-22,44.15,43.25,-2.04%,5741,774,7.42
6275,元山,2026-04-22,56.0,54.8,-2.14%,5852,1098,5.33
6270,倍微,2026-04-22,29.45,27.7,-5.94%,12824,1452,8.83
2436,偉詮電,2026-04-22,77.1,79.5,3.11%,62775,8472,7.41
6182,合晶,2026-04-22,44.05,40.7,-7.6%,102141,17723,5.76
3024,憶聲,2026-04-22,14.2,13.8,-2.82%,15482,2365,6.55
3041,揚智,2026-04-22,25.0,24.8,-0.8%,12341,1365,9.04
3051,力特,2026-04-22,27.3,23.15,-15.2%,12448,1310,9.5
4952,凌通,2026-04-22,51.0,50.3,-1.37%,6638,697,9.52
3055,蔚華科,2026-04-22,86.0,78.9,-8.26%,5434,666,8.15
3094,聯傑,2026-04-22,26.15,27.15,3.82%,5630,785,7.17
3227,原相,2026-04-22,202.5,212.0,4.69%,6374,1194,5.34
1409,新纖,2026-04-22,17.15,16.7,-2.62%,48456,9242,5.24
