排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,IC設計,3.72,84.62,11/13,60.31,134.46,34.67,108.03
2,TPU_伺服器主板與印刷電路板,5.78,80.0,4/5,35.7,-11.09,22.56,59.05
3,TPU_散熱,3.58,75.0,3/4,14.3,0.82,-6.55,16.96
4,PCB,3.81,73.33,11/15,190.0,88.15,45.81,84.14
5,玻璃,0.86,60.0,9/15,12.92,23.97,-4.87,-8.53
6,廠務系統與水處理,0.86,57.14,4/7,0.41,1.77,-0.01,0.05
7,TPU_光通訊與連接器,-2.6,50.0,2/4,8.07,-13.64,-21.91,-39.07
8,銀,0.43,50.0,2/4,6.83,-9.39,-10.9,-20.77
9,記憶體製造,1.06,50.0,2/4,-20.14,-80.77,-5.61,-39.85
10,銅,1.39,50.0,5/10,38.98,5.08,5.26,27.72
11,記憶體模組,-1.65,42.86,3/7,-28.11,-83.67,-10.21,-8.37
12,低軌衛星,-0.74,42.86,3/7,90.47,33.55,-15.76,-19.89
13,CPO_先進封裝測試,-3.94,40.0,2/5,8.82,34.79,-9.17,-4.25
14,無塵室與機電工程,-0.21,40.0,2/5,6.08,47.35,-3.34,-17.14
15,光學元件或組裝,-1.33,40.0,6/15,-7.04,-3.11,-15.12,-53.49
16,BBU_電源供應器與整合,-0.94,40.0,2/5,18.89,-100.21,-3.25,-2.95
17,電池或電源,-0.03,40.0,8/20,31.04,-68.03,-10.17,-25.21
18,電器電纜,-0.32,40.0,4/10,-1.17,-15.73,-0.03,4.7
19,網通設備組件,-0.49,35.0,7/20,57.28,51.36,31.33,91.3
20,鋼鐵,-0.44,33.33,5/15,-18.27,-39.27,-0.23,-5.28
21,化學,0.54,30.0,6/20,-4.24,16.92,-6.05,-18.74
22,機器人,-0.06,28.57,4/14,16.08,-103.85,0.62,11.15
23,造紙,-0.27,28.57,2/7,-0.36,-1.58,0.02,0.09
24,半導體設備,-3.23,28.57,2/7,6.53,4.03,0.6,-8.16
25,工業自動化與機器人,-0.77,28.57,2/7,2.19,16.0,1.52,5.82
26,被動元件,-1.19,26.32,5/19,10.34,-145.55,-9.88,-8.72
27,記憶體封裝與測試,-1.23,25.0,1/4,1.92,-13.94,-2.92,-8.98
28,軍工_無人機相關,0.6,22.22,2/9,18.44,23.12,43.04,114.16
29,記憶體控制IC,-2.09,20.0,1/5,0.71,-4.69,0.07,-0.12
30,軟體設計,-0.48,20.0,3/15,-2.53,-0.66,-0.01,-0.01
31,CPO_光通訊,-1.98,16.67,1/6,-27.4,-50.67,3.45,-19.99
32,BBU_電池模組,-2.33,14.29,1/7,6.86,29.42,-5.63,-23.14
33,航運,-0.7,13.33,2/15,-4.69,-32.78,2.24,6.86
34,塑膠,-1.27,11.11,2/18,2.39,9.74,-3.48,-9.54
35,金融,-1.35,10.53,2/19,2.39,9.74,-3.48,-9.54
36,紡織,-0.93,10.0,2/20,0.18,-6.98,0.11,0.43
37,軍工_航太製造與維修,-2.19,0.0,0/6,0.32,0.94,-0.02,-0.19
