排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,138468,312856
2,2324,仁寶,電腦及週邊設備業,上市,101449,155035
3,1605,華新,電器電纜,上市,1983,104610
4,2002,中鋼,鋼鐵工業,上市,-17111,62795
5,2887,台新金,金融保險業,上市,37308,62308
6,2408,南亞科,半導體業,上市,-9388,55082
7,2344,華邦電,半導體業,上市,54520,50390
8,3481,群創,光電業,上市,36172,47085
9,2356,英業達,電腦及週邊設備業,上市,11966,43985
10,3231,緯創,電腦及週邊設備業,上市,2060,40490
11,2883,凱基金,金融保險業,上市,12779,35689
12,2337,旺宏,半導體業,上市,5821,35657
13,2353,宏碁,電腦及週邊設備業,上市,8932,33440
14,4938,和碩,電腦及週邊設備業,上市,985,32717
15,1303,南亞,塑膠工業,上市,41836,32159
16,2634,漢翔,航運業,上市,24345,31204
17,8112,至上,電子通路業,上市,-3686,29485
18,2615,萬海,航運業,上市,13394,29283
19,1717,長興,化學工業,上市,-10524,19982
20,2603,長榮,航運業,上市,6433,19295
21,2354,鴻準,其他電子業,上市,2372,19011
22,3706,神達,電腦及週邊設備業,上市,9018,18551
23,5351,鈺創,半導體業,上櫃,1401,16806
24,1301,台塑,塑膠工業,上市,10865,16204
25,2376,技嘉,電腦及週邊設備業,上市,4121,16100
26,2027,大成鋼,鋼鐵工業,上市,-9983,15926
27,9945,潤泰新,其他業,上市,13830,15612
28,2377,微星,電腦及週邊設備業,上市,-5240,15499
29,1504,東元,電機機械,上市,4060,15059
30,5347,世界,半導體業,上櫃,841,14502
31,2542,興富發,建材營造業,上市,2003,13785
32,2312,金寶,其他電子業,上市,2118,13523
33,2867,三商壽,金融保險業,上市,4501,13372
34,1513,中興電,電機機械,上市,589,13018
35,2464,盟立,其他電子業,上市,1049,12702
36,2301,光寶科,電腦及週邊設備業,上市,-2370,12589
37,2103,台橡,橡膠工業,上市,-2687,12008
38,6213,聯茂,電子零組件業,上市,1576,11999
39,3037,欣興,電子零組件業,上市,3200,11489
40,1608,華榮,電器電纜,上市,783,11332
41,2890,永豐金,金融保險業,上市,7048,11233
42,2330,台積電,半導體業,上市,-2560,10631
43,2359,所羅門,其他電子業,上市,1902,10192
44,9904,寶成,運動休閒,上市,17061,10097
45,9921,巨大,運動休閒,上市,-313,9944
46,2357,華碩,電腦及週邊設備業,上市,5799,9662
47,2303,聯電,半導體業,上市,-12663,9575
48,3605,宏致,電子零組件業,上市,95,9408
49,3576,聯合再生,光電業,上市,1313,9359
50,1904,正隆,造紙工業,上市,394,9291
