排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,4,138468,312856
2,1605,華新,電器電纜,上市,5,1983,104610
3,2887,台新金,金融保險業,上市,4,37308,62308
4,2356,英業達,電腦及週邊設備業,上市,4,11966,43985
5,3231,緯創,電腦及週邊設備業,上市,5,2060,40490
6,2883,凱基金,金融保險業,上市,5,12779,35689
7,2337,旺宏,半導體業,上市,4,5821,35657
8,2353,宏碁,電腦及週邊設備業,上市,5,8932,33440
9,4938,和碩,電腦及週邊設備業,上市,5,985,32717
10,1303,南亞,塑膠工業,上市,3,41836,32159
11,2615,萬海,航運業,上市,4,13394,29283
12,2603,長榮,航運業,上市,4,6433,19295
13,2354,鴻準,其他電子業,上市,5,2372,19011
14,3706,神達,電腦及週邊設備業,上市,4,9018,18551
15,5351,鈺創,半導體業,上櫃,5,1401,16806
16,1301,台塑,塑膠工業,上市,3,10865,16204
17,2376,技嘉,電腦及週邊設備業,上市,5,4121,16100
18,1504,東元,電機機械,上市,4,4060,15059
19,5347,世界,半導體業,上櫃,4,841,14502
20,2542,興富發,建材營造業,上市,5,2003,13785
21,2312,金寶,其他電子業,上市,5,2118,13523
22,2867,三商壽,金融保險業,上市,5,4501,13372
23,1513,中興電,電機機械,上市,5,589,13018
24,6213,聯茂,電子零組件業,上市,4,1576,11999
25,3037,欣興,電子零組件業,上市,5,3200,11489
26,2890,永豐金,金融保險業,上市,3,7048,11233
27,2359,所羅門,其他電子業,上市,3,1902,10192
28,2357,華碩,電腦及週邊設備業,上市,5,5799,9662
29,3605,宏致,電子零組件業,上市,4,95,9408
30,3576,聯合再生,光電業,上市,5,1313,9359
31,1904,正隆,造紙工業,上市,5,394,9291
32,1802,台玻,玻璃陶瓷,上市,5,2963,9230
33,6265,方土昶,電子通路業,上櫃,4,3676,9151
34,9933,中鼎,其他業,上市,5,1987,8043
35,2323,中環,光電業,上市,3,7534,7524
36,2474,可成,其他電子業,上市,5,900,7092
37,1319,東陽,汽車工業,上市,5,4004,6441
38,2454,聯發科,半導體業,上市,5,1071,6326
39,4931,新盛力,電腦及週邊設備業,上櫃,5,419,5738
40,1609,大亞,電器電纜,上市,4,1206,5224
41,1709,和益,化學工業,上市,3,721,5076
42,3017,奇鋐,電腦及週邊設備業,上市,4,994,4770
43,3006,晶豪科,半導體業,上市,5,328,4661
44,2371,大同,電機機械,上市,4,1389,4373
45,1440,南紡,紡織纖維,上市,5,630,4280
