股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1316,上曜,2026-08-17,10.2,10.8,5.88%,6532,1687,3.87
2392,正崴,2026-08-17,43.25,43.3,0.12%,20622,3543,5.82
8033,雷虎,2026-08-17,206.5,191.5,-7.26%,31630,8860,3.57
6214,精誠,2026-08-17,173.0,175.5,1.45%,23596,3447,6.84
6179,亞通,2026-08-17,28.0,27.75,-0.89%,5019,1429,3.51
6163,華電網,2026-08-17,42.5,46.8,10.12%,5508,1589,3.47
3498,陽程,2026-08-17,159.5,158.5,-0.63%,7989,2207,3.62
3490,單井,2026-08-17,39.9,42.45,6.39%,11424,3016,3.79
3388,崇越電,2026-08-17,91.7,92.2,0.55%,9662,1135,8.51
2915,潤泰全,2026-08-17,59.5,60.6,1.85%,10684,3365,3.17
2615,萬海,2026-08-17,91.3,99.6,9.09%,49767,13969,3.56
2609,陽明,2026-08-17,51.7,54.7,5.8%,97224,20777,4.68
2603,長榮,2026-08-17,220.0,231.5,5.23%,38361,10420,3.68
3005,神基,2026-08-17,118.0,121.5,2.97%,13860,4307,3.22
1515,力山,2026-08-17,35.7,34.25,-4.06%,9536,2685,3.55
1909,榮成,2026-08-17,10.55,11.45,8.53%,18088,3976,4.55
2323,中環,2026-08-17,10.95,11.7,6.85%,38380,7375,5.2
2357,華碩,2026-08-14,968.0,938.0,-3.1%,16239,5083,3.19
3624,光頡,2026-08-14,96.2,87.5,-9.04%,11249,3680,3.06
2208,台船,2026-08-14,19.3,19.55,1.3%,19145,4946,3.87
2359,所羅門,2026-08-14,157.5,175.0,11.11%,26288,8622,3.05
3490,單井,2026-08-14,37.85,42.45,12.15%,12749,2474,5.15
3498,陽程,2026-08-14,154.0,158.5,2.92%,6332,1898,3.34
4510,高鋒,2026-08-14,46.8,45.45,-2.88%,5688,1281,4.44
4306,炎洲,2026-08-14,14.9,15.7,5.37%,5019,1064,4.71
3209,全科,2026-08-14,56.3,52.2,-7.28%,5787,1905,3.04
5475,德宏,2026-08-14,167.0,169.0,1.2%,27837,7092,3.92
6155,鈞寶,2026-08-14,63.8,60.4,-5.33%,14033,2861,4.9
6265,方土昶,2026-08-14,62.2,63.3,1.77%,14974,4479,3.34
6962,ITH-KY,2026-08-14,32.1,30.95,-3.58%,7264,2156,3.37
3312,弘憶股,2026-08-14,57.0,53.0,-7.02%,7013,1579,4.44
2101,南港,2026-08-14,33.1,31.9,-3.63%,9341,2206,4.23
9945,潤泰新,2026-08-14,28.1,30.2,7.47%,37276,7639,4.88
1319,東陽,2026-08-14,85.5,83.6,-2.22%,11869,3218,3.69
2915,潤泰全,2026-08-14,57.3,60.6,5.76%,14058,2954,4.76
2349,錸德,2026-08-14,11.25,11.6,3.11%,5664,1785,3.17
2392,正崴,2026-08-14,42.8,43.3,1.17%,16947,2622,6.46
2645,長榮航太,2026-08-14,182.5,182.0,-0.27%,13325,4439,3.0
2324,仁寶,2026-08-14,40.3,41.65,3.35%,402245,79137,5.08
2331,精英,2026-08-14,19.2,19.8,3.13%,13160,2118,6.21
2483,百容,2026-08-14,41.5,37.65,-9.28%,5839,1646,3.55
2478,大毅,2026-08-13,131.0,125.0,-4.58%,23488,7146,3.29
1513,中興電,2026-08-13,168.5,171.0,1.48%,15449,3952,3.91
2428,興勤,2026-08-13,255.0,254.5,-0.2%,5513,1192,4.62
1709,和益,2026-08-13,28.5,32.75,14.91%,24724,5656,4.37
6173,信昌電,2026-08-13,207.5,211.0,1.69%,36722,6563,5.6
2465,麗臺,2026-08-13,99.1,90.6,-8.58%,12841,2964,4.33
6155,鈞寶,2026-08-13,60.0,60.4,0.67%,6835,2263,3.02
3044,健鼎,2026-08-13,502.0,483.0,-3.78%,14144,3896,3.63
5904,寶雅,2026-08-13,81.5,76.5,-6.13%,28693,7650,3.75
5475,德宏,2026-08-13,157.5,169.0,7.3%,24391,5880,4.15
3234,光環,2026-08-13,133.5,150.0,12.36%,8173,2119,3.86
4510,高鋒,2026-08-13,45.3,45.45,0.33%,5156,1042,4.95
2324,仁寶,2026-08-13,40.1,41.65,3.87%,211415,64049,3.3
4123,晟德,2026-08-13,34.1,31.85,-6.6%,10477,2530,4.14
1909,榮成,2026-08-13,10.45,11.45,9.57%,10559,3138,3.36
2903,遠百,2026-08-13,21.9,21.6,-1.37%,7170,2307,3.11
3026,禾伸堂,2026-08-13,706.0,689.0,-2.41%,24964,6873,3.63
4938,和碩,2026-08-13,93.6,90.3,-3.53%,66786,15763,4.24
