股票代碼,公司名稱,公司產業,上市櫃,prev_body,avg_volume_5d,foreign_yesterday,foreign_3days,trust_yesterday,trust_3days
1101,台泥,水泥工業,上市,0.05000000000000071,26647.7978,-2901.5,-18958.3,-6.0,-3.0
1102,亞泥,水泥工業,上市,0.10000000000000142,11312.649200000002,88.74,-1443.98,87.29,336.29
1103,嘉泥,水泥工業,上市,0.20000000000000107,312.6544,-10.0,100.0,0.0,0.0
1104,環泥,水泥工業,上市,0.25,519.3076000000001,-101.0,-259.81,0.0,0.0
1108,幸福,水泥工業,上市,0.09999999999999964,227.2004,41.0,32.0,0.0,0.0
1109,信大,水泥工業,上市,0.15000000000000036,201.814,-15.0,-45.0,0.0,0.0
1110,東泥,水泥工業,上市,0.5999999999999996,238.0822,-16.0,55.0,0.0,0.0
1201,味全,食品工業,上市,0.1999999999999993,266.119,48.0,140.0,0.0,0.0
1203,味王,食品工業,上市,0.0,28.087400000000002,-2.0,-14.0,0.0,0.0
1210,大成,食品工業,上市,0.10000000000000142,2235.4678000000004,1110.97,1350.72,28.0,90.0
1213,大飲,食品工業,上市,0.09999999999999964,23.3492,0.0,0.0,0.0,0.0
1215,卜蜂,食品工業,上市,0.5,1247.3268,-210.0,-944.26,0.0,0.0
1216,統一,食品工業,上市,0.20000000000000284,10990.869,2012.47,-2814.34,-59.0,405.11
1217,愛之味,食品工業,上市,0.0,406.85119999999995,50.0,-59.0,0.0,0.0
1218,泰山,食品工業,上市,0.05000000000000071,842.8838,2.0,355.16,0.0,0.0
1219,福壽,食品工業,上市,0.15000000000000036,576.9764,43.0,91.0,0.0,0.0
1220,台榮,食品工業,上市,0.09999999999999964,104.929,-15.0,-46.0,0.0,0.0
1225,福懋油,食品工業,上市,0.29999999999999716,191.1932,42.0,76.0,0.0,0.0
1227,佳格,食品工業,上市,0.5,1058.1736,-174.0,1176.12,0.0,4.0
1229,聯華,食品工業,上市,0.05000000000000426,2045.8048,265.0,900.88,0.0,0.0
1231,聯華食,食品工業,上市,0.10000000000000853,263.1328,29.0,272.0,0.0,0.0
1232,大統益,食品工業,上市,0.0,61.225,11.0,13.02,0.0,0.0
1233,天仁,食品工業,上市,0.15000000000000213,11.2666,-4.0,-13.0,0.0,0.0
1234,黑松,食品工業,上市,0.25,110.34819999999999,-9.0,2.0,0.0,0.0
1235,興泰,食品工業,上市,0.0,13.851400000000002,-4.0,-9.0,0.0,0.0
1236,宏亞,食品工業,上市,0.0,31.83480000000001,-7.0,12.0,0.0,0.0
1240,茂生農經,農業科技業,上櫃,0.10000000000000142,11.3454,8.0,9.0,0.0,0.0
1256,鮮活果汁-KY,食品工業,上市,1.5,56.86319999999999,-2.0,12.64,0.0,0.0
