排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體模組,-0.51,57.14,4/7,-43.38,-48.69,-1.14,-0.76
2,記憶體封裝與測試,0.26,50.0,2/4,-7.23,-15.38,0.36,4.19
3,CPO_光通訊,2.0,50.0,3/6,11.83,0.12,19.47,27.68
4,塑膠,1.23,44.44,8/18,-8.01,-22.57,1.96,6.31
5,金融,1.1,42.11,8/19,-8.01,-22.58,1.96,6.31
6,玻璃,0.21,33.33,5/15,-0.96,-0.4,15.29,14.96
7,半導體設備,-1.29,28.57,2/7,1.96,1.82,-0.01,3.16
8,廠務系統與水處理,-0.97,28.57,2/7,-0.34,3.3,0.0,0.02
9,PCB,-1.36,26.67,4/15,-1.3,-50.88,25.58,60.89
10,鋼鐵,-0.36,26.67,4/15,9.67,3.79,-1.19,-4.25
11,網通設備組件,-0.8,25.0,5/20,-17.21,-115.77,25.66,39.85
12,TPU_光通訊與連接器,-0.57,25.0,1/4,-3.48,-24.96,24.59,52.16
13,記憶體製造,-1.84,25.0,1/4,3.38,-17.65,0.65,-11.37
14,無塵室與機電工程,0.64,20.0,1/5,3.33,-10.88,-6.86,-5.29
15,記憶體控制IC,-1.87,20.0,1/5,-0.38,-1.66,-0.02,0.03
16,軟體設計,-0.7,20.0,3/15,-0.76,0.41,0.0,-0.0
17,TPU_伺服器主板與印刷電路板,-1.62,20.0,1/5,-20.96,-44.53,20.73,39.78
18,化學,-0.98,15.0,3/20,-7.7,-21.07,1.32,4.94
19,光學元件或組裝,-1.27,13.33,2/15,-1.87,-7.69,14.93,20.95
20,電器電纜,-1.42,10.0,1/10,-1.15,16.53,-0.75,-6.87
21,銅,-1.86,10.0,1/10,15.41,21.92,8.06,23.79
22,航運,-1.13,6.67,1/15,-2.24,-4.77,-0.03,5.22
23,紡織,-1.31,5.0,1/20,-2.56,2.61,-0.07,-0.09
24,電池或電源,-2.36,5.0,1/20,-29.42,-85.98,0.69,11.14
25,BBU_電池模組,-3.75,0.0,0/7,1.4,-3.39,-0.11,4.54
26,IC設計,-2.36,0.0,0/13,-17.32,-30.74,5.53,-11.82
27,CPO_先進封裝測試,-3.72,0.0,0/5,2.97,14.55,-9.02,-18.53
28,BBU_電源供應器與整合,-2.71,0.0,0/5,-31.75,-100.98,1.5,11.76
29,低軌衛星,-3.39,0.0,0/7,-11.56,-61.11,8.22,38.78
30,工業自動化與機器人,-1.82,0.0,0/7,-1.9,-4.97,-0.74,-1.89
31,機器人,-2.33,0.0,0/14,-33.25,-105.69,0.63,9.86
32,TPU_散熱,-2.53,0.0,0/4,-0.7,-30.63,5.8,26.84
33,被動元件,-3.08,0.0,0/19,-39.48,-124.4,1.27,10.92
34,軍工_航太製造與維修,-1.95,0.0,0/6,-0.04,-1.03,-0.12,-0.12
35,軍工_無人機相關,-1.82,0.0,0/9,-12.72,-60.26,-0.42,-13.76
36,銀,-2.84,0.0,0/4,-8.98,-23.7,-0.17,-1.5
37,造紙,-3.17,0.0,0/7,0.43,0.86,0.0,0.0
