股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6179,亞通,2026-05-11,25.0,24.7,-1.2%,8341,1450,5.75
6206,飛捷,2026-05-11,128.0,130.5,1.95%,5058,1619,3.12
5258,虹堡,2026-05-11,55.8,54.3,-2.69%,5599,917,6.1
5291,邑昇,2026-05-11,75.0,71.5,-4.67%,9083,2355,3.86
5309,系統電,2026-05-11,64.9,67.4,3.85%,22755,7404,3.07
5425,台半,2026-05-11,77.4,80.3,3.75%,37393,11978,3.12
5471,松翰,2026-05-11,46.1,49.85,8.13%,6607,2085,3.17
3276,宇環,2026-05-11,15.7,16.5,5.1%,5095,606,8.4
6026,福邦證,2026-05-11,16.7,16.6,-0.6%,8136,2702,3.01
6116,彩晶,2026-05-11,9.55,9.71,1.68%,89842,29316,3.06
3048,益登,2026-05-11,43.45,45.0,3.57%,19158,5959,3.21
5009,榮剛,2026-05-11,38.55,40.15,4.15%,18608,4959,3.75
2030,彰源,2026-05-11,17.2,18.0,4.65%,5239,1026,5.1
8926,台汽電,2026-05-11,49.5,51.5,4.04%,9983,2456,4.06
6834,天二科技,2026-05-11,47.9,47.85,-0.1%,7689,1768,4.35
2104,國際中橡,2026-05-11,10.3,10.2,-0.97%,11540,3438,3.36
8213,志超,2026-05-11,39.0,41.8,7.18%,6809,1400,4.86
8042,金山電,2026-05-08,85.0,88.9,4.59%,26385,6310,4.18
8227,巨有科技,2026-05-08,220.0,226.0,2.73%,7400,2302,3.21
5291,邑昇,2026-05-08,67.7,71.5,5.61%,6069,1969,3.08
5328,華容,2026-05-08,29.1,28.05,-3.61%,35958,8631,4.17
5388,中磊,2026-05-08,80.6,87.3,8.31%,17005,5490,3.1
8163,達方,2026-05-08,29.0,30.2,4.14%,5398,1185,4.55
5464,霖宏,2026-05-08,52.4,57.6,9.92%,7919,1350,5.87
6757,台灣虎航,2026-05-08,56.0,55.2,-1.43%,7144,1419,5.03
8016,矽創,2026-05-08,271.0,268.5,-0.92%,7424,2046,3.63
6446,藥華藥,2026-05-08,668.0,706.0,5.69%,6129,1876,3.27
6834,天二科技,2026-05-08,48.0,47.85,-0.31%,5906,1419,4.16
6116,彩晶,2026-05-08,9.37,9.71,3.63%,84005,26186,3.21
6150,撼訊,2026-05-08,77.4,66.8,-13.7%,5169,793,6.51
6155,鈞寶,2026-05-08,51.4,51.2,-0.39%,20993,3944,5.32
1522,堤維西,2026-05-08,32.8,31.6,-3.66%,5454,1204,4.53
6182,合晶,2026-05-08,56.3,58.6,4.09%,165138,53706,3.07
6206,飛捷,2026-05-08,121.0,130.5,7.85%,5367,1404,3.82
1514,亞力,2026-05-08,120.5,126.5,4.98%,18383,4528,4.06
4906,正文,2026-05-08,41.5,40.3,-2.89%,124068,34980,3.55
4760,勤凱,2026-05-08,282.5,279.5,-1.06%,5229,1388,3.77
3094,聯傑,2026-05-08,34.05,30.9,-9.25%,9979,2531,3.94
1605,華新,2026-05-08,36.0,35.0,-2.78%,116777,37075,3.15
1609,大亞,2026-05-08,35.2,36.35,3.27%,27013,4295,6.29
2010,春源,2026-05-08,24.6,23.4,-4.88%,7813,1925,4.06
2103,台橡,2026-05-08,19.95,21.1,5.76%,23456,6036,3.89
2342,茂矽,2026-05-08,45.75,43.05,-5.9%,31903,6961,4.58
3014,聯陽,2026-05-08,132.0,139.0,5.3%,9650,1723,5.6
3034,聯詠,2026-05-08,464.0,496.5,7.0%,20155,5420,3.72
4722,國精化,2026-05-08,216.0,235.0,8.8%,10764,3515,3.06
3055,蔚華科,2026-05-08,84.3,100.0,18.62%,10370,2105,4.93
3090,日電貿,2026-05-08,120.0,116.5,-2.92%,28382,8895,3.19
8926,台汽電,2026-05-08,48.0,51.5,7.29%,6852,2096,3.27
3545,敦泰,2026-05-08,54.0,57.6,6.67%,8326,2543,3.27
3653,健策,2026-05-08,3775.0,4015.0,6.36%,5820,1274,4.57
3141,晶宏,2026-05-08,59.1,57.3,-3.05%,5057,1269,3.98
3354,律勝,2026-05-08,36.0,35.0,-2.78%,9027,2123,4.25
3624,光頡,2026-05-08,57.8,63.0,9.0%,11054,3221,3.43
3596,智易,2026-05-08,169.0,184.0,8.88%,6662,1492,4.46
6108,競國,2026-05-07,24.2,20.0,-17.36%,9910,3026,3.28
1605,華新,2026-05-07,32.85,35.0,6.54%,105026,31937,3.29
8215,明基材,2026-05-07,31.4,27.8,-11.46%,18151,5552,3.27
3624,光頡,2026-05-07,55.1,63.0,14.34%,9505,2706,3.51
1785,光洋科,2026-05-07,179.0,159.0,-11.17%,98221,27404,3.58
1809,中釉,2026-05-07,37.3,39.6,6.17%,39198,6946,5.64
8016,矽創,2026-05-07,244.0,268.5,10.04%,5281,1719,3.07
2354,鴻準,2026-05-07,64.8,61.6,-4.94%,63752,14980,4.26
3094,聯傑,2026-05-07,32.85,30.9,-5.94%,7117,2041,3.49
6526,達發,2026-05-07,687.0,750.0,9.17%,6365,2061,3.09
2478,大毅,2026-05-07,78.0,77.9,-0.13%,13294,4386,3.03
2641,正德,2026-05-07,18.4,18.0,-2.17%,5373,1597,3.36
3532,台勝科,2026-05-07,250.5,268.0,6.99%,16975,5393,3.15
3033,威健,2026-05-07,45.0,44.0,-2.22%,36045,10473,3.44
3390,旭軟,2026-05-07,28.0,27.75,-0.89%,8161,2707,3.01
3354,律勝,2026-05-07,31.2,35.0,12.18%,8244,1685,4.89
6026,福邦證,2026-05-07,16.3,16.6,1.84%,7685,2197,3.5
6166,凌華,2026-05-07,85.1,92.7,8.93%,7206,2336,3.08
