股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1721,三晃,31.35,14.84%,12326,1.56
1809,中釉,39.6,54.39%,12762,3.09
2301,光寶科,224.0,32.15%,44158,2.08
2327,國巨,391.5,31.82%,51692,1.61
2351,順德,190.5,29.59%,15183,1.8
2357,華碩,686.0,17.26%,10283,1.76
2363,矽統,61.0,10.91%,25769,2.68
2376,技嘉,324.5,16.73%,20716,2.32
2377,微星,107.5,13.04%,36533,1.88
2451,創見,343.5,36.04%,14540,1.72
2472,立隆電,225.0,30.43%,16591,1.97
2492,華新科,171.5,31.92%,30310,2.5
2855,統一證,43.7,23.97%,20966,1.79
3006,晶豪科,222.0,43.69%,26736,1.58
3033,威健,44.0,27.17%,16760,3.44
3048,益登,45.0,20.0%,19158,2.92
3090,日電貿,116.5,20.85%,12703,3.14
3317,尼克森,68.2,23.55%,11025,4.09
3374,精材,249.0,25.44%,19819,2.06
4707,磐亞,16.5,8.91%,10354,1.69
4919,新唐,184.0,26.9%,50067,1.68
4931,新盛力,187.0,15.08%,15894,1.82
5351,鈺創,80.1,31.1%,29918,1.63
5425,台半,80.3,37.97%,37393,3.46
5483,中美晶,163.5,25.77%,33877,2.47
6173,信昌電,134.0,75.85%,29078,2.7
6182,合晶,58.6,43.98%,106771,4.35
6278,台表科,215.5,48.62%,39508,4.05
6282,康舒,55.4,18.38%,90352,1.6
6488,環球晶,835.0,43.47%,10952,2.64
8086,宏捷科,162.0,17.39%,14915,1.76
8261,富鼎,135.0,16.38%,12187,1.71
