排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,光學元件或組裝,4.4,80.0,12/15,61.53,6.62,-9.68,96.26
2,CPO_光通訊,2.65,66.67,4/6,23.45,30.18,2.99,22.58
3,軟體設計,0.01,64.29,9/14,1.13,3.29,0.0,0.29
4,機器人,0.67,64.29,9/14,-99.71,-101.87,-21.16,-21.68
5,軍工_無人機相關,1.15,62.5,5/8,-42.69,-79.34,36.44,23.41
6,工業自動化與機器人,0.53,57.14,4/7,0.7,5.04,-3.29,-5.11
7,記憶體製造,0.39,50.0,2/4,30.36,-205.67,-8.22,-27.5
8,網通設備組件,0.43,45.0,9/20,-27.52,-31.39,13.57,11.61
9,造紙,0.33,42.86,3/7,0.23,0.5,0.0,-0.06
10,記憶體模組,-0.68,42.86,3/7,13.18,-1.99,-3.82,-2.95
11,銅,-1.24,40.0,4/10,-16.47,20.87,-9.09,-41.77
12,BBU_電源供應器與整合,-0.75,40.0,2/5,-112.2,-140.95,-15.45,-13.02
13,CPO_先進封裝測試,1.3,40.0,2/5,-36.51,-48.68,15.36,19.94
14,航運,0.29,40.0,6/15,-8.12,5.54,2.73,4.33
15,鋼鐵,-0.11,33.33,5/15,-5.76,9.56,0.93,2.03
16,玻璃,0.27,33.33,5/15,19.73,121.24,-21.24,-81.13
17,IC設計,-1.04,30.77,4/13,-50.09,-108.74,33.87,25.67
18,電池或電源,-0.87,30.0,6/20,-118.25,-148.49,-14.2,-15.42
19,化學,-0.5,30.0,6/20,-15.95,93.96,7.63,24.89
20,廠務系統與水處理,-0.61,28.57,2/7,-0.64,-0.64,-0.23,-0.74
21,金融,-0.23,26.32,5/19,-11.78,81.39,7.65,20.09
22,TPU_散熱,-1.56,25.0,1/4,37.02,133.36,-26.78,-30.38
23,TPU_光通訊與連接器,-0.43,25.0,1/4,-0.59,28.08,-24.0,-45.14
24,銀,-1.51,25.0,1/4,-92.3,-102.49,-9.29,-52.8
25,塑膠,-0.28,22.22,4/18,-11.78,81.38,7.65,20.09
26,TPU_伺服器主板與印刷電路板,-2.76,20.0,1/5,-33.62,-36.76,-11.27,4.15
27,電器電纜,-0.81,20.0,2/10,-4.52,-4.42,1.24,1.15
28,記憶體控制IC,-0.31,20.0,1/5,1.07,-7.55,-0.04,0.26
29,紡織,-0.29,15.0,3/20,-0.23,-2.17,0.29,1.83
30,BBU_電池模組,-1.33,14.29,1/7,-3.48,-7.49,0.14,-2.95
31,半導體設備,-0.99,14.29,1/7,0.43,-3.63,-0.8,5.15
32,PCB,-2.52,13.33,2/15,-75.14,41.31,-18.92,-30.38
33,被動元件,-2.17,10.53,2/19,-217.39,-258.42,-27.26,-62.75
34,無塵室與機電工程,-4.68,0.0,0/5,-34.71,-37.91,-0.61,0.77
35,軍工_航太製造與維修,-1.38,0.0,0/6,-2.96,-6.92,-0.04,0.09
36,記憶體封裝與測試,-1.78,0.0,0/4,-10.7,-4.18,-0.15,0.66
37,低軌衛星,-2.18,0.0,0/7,-16.74,-14.63,-6.25,-16.75
