股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2301,光寶科,315.0,5,5156385,1031,328.0,296.5,10.62%
2353,宏碁,32.15,4,6277620,1255,32.2,30.55,5.40%
2382,廣達,337.0,4,4537256,907,342.0,326.0,4.91%
2542,興富發,47.95,4,5079000,1015,48.1,46.5,3.44%
2618,長榮航,42.15,5,6906721,1381,43.5,41.45,4.95%
2855,統一證,49.6,4,3503473,700,50.3,47.4,6.12%
2881,富邦金,143.5,4,6636916,1327,145.0,138.0,5.07%
2882,國泰金,109.0,4,11940805,2388,112.5,102.5,9.76%
2884,玉山金,40.5,5,12920138,2584,40.6,38.1,6.56%
2887,台新金,41.2,5,21045152,4209,41.2,36.95,11.50%
2891,中信金,66.6,4,18043269,3608,66.7,63.5,5.04%
3231,緯創,185.5,4,9049337,1809,192.5,174.0,10.63%
4938,和碩,91.7,4,3061865,612,92.4,87.7,5.36%
6278,台表科,199.5,4,3622000,724,210.0,195.0,7.69%
