排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,3.91,78.95,15/19,-102.53,-189.69,17.21,87.23
2,記憶體封裝與測試,-0.52,75.0,3/4,-5.52,-40.49,-2.69,-5.53
3,光學元件或組裝,3.06,73.33,11/15,19.34,35.23,-5.19,-18.22
4,記憶體模組,1.56,71.43,5/7,-67.86,-14.66,10.99,11.68
5,CPO_光通訊,3.7,66.67,4/6,-5.15,-1.96,-9.98,-23.55
6,無塵室與機電工程,0.29,60.0,3/5,-9.84,-15.23,-9.91,-12.07
7,半導體設備,2.85,57.14,4/7,0.74,21.81,1.41,-1.98
8,工業自動化與機器人,1.88,57.14,4/7,8.17,36.96,1.78,2.54
9,低軌衛星,0.78,57.14,4/7,49.21,58.31,20.83,37.37
10,銀,4.16,50.0,2/4,-13.91,-72.18,11.43,62.08
11,機器人,1.09,50.0,7/14,-82.51,-154.33,7.68,11.73
12,記憶體製造,1.33,50.0,2/4,97.19,109.48,9.12,36.09
13,BBU_電池模組,0.4,42.86,3/7,0.43,12.88,0.38,1.32
14,記憶體控制IC,-0.29,40.0,2/5,5.21,23.44,0.02,0.0
15,TPU_伺服器主板與印刷電路板,-0.26,40.0,2/5,16.17,-10.25,45.93,37.65
16,PCB,0.74,40.0,6/15,61.43,56.63,64.47,-5.99
17,BBU_電源供應器與整合,1.59,40.0,2/5,-24.6,-67.65,-4.4,-12.27
18,CPO_先進封裝測試,0.88,40.0,2/5,2.22,-0.95,1.14,1.87
19,化學,-0.28,35.0,7/20,-9.96,9.82,-1.0,-0.17
20,網通設備組件,0.86,35.0,7/20,-82.85,-45.19,17.34,43.52
21,軍工_航太製造與維修,-0.96,33.33,2/6,0.04,-3.15,-0.01,-0.15
22,玻璃,-0.46,33.33,5/15,9.6,-51.26,21.99,11.11
23,IC設計,-0.13,30.77,4/13,-86.74,-51.21,18.18,57.62
24,電池或電源,-0.07,30.0,6/20,-31.63,-47.78,-4.06,-11.33
25,TPU_散熱,-1.04,25.0,1/4,-35.2,-62.46,1.44,22.55
26,TPU_光通訊與連接器,-0.55,25.0,1/4,-31.97,-1.75,-8.39,-10.35
27,軍工_無人機相關,-1.43,22.22,2/9,-63.48,-95.78,-4.91,2.54
28,紡織,-0.43,20.0,4/20,-1.58,-5.32,-0.66,1.04
29,銅,-1.36,20.0,2/10,0.69,2.88,15.45,1.14
30,廠務系統與水處理,-0.86,14.29,1/7,-1.89,-9.35,-0.01,-1.45
31,造紙,-1.19,14.29,1/7,-0.34,-0.56,-0.0,-0.01
32,軟體設計,-0.8,13.33,2/15,-1.43,-3.36,-0.02,-0.12
33,電器電纜,-1.13,10.0,1/10,-2.71,0.06,0.37,0.32
34,航運,-1.22,6.67,1/15,-3.12,9.95,-6.07,-12.99
35,塑膠,-1.37,5.56,1/18,-14.12,-14.31,-0.44,-0.34
36,金融,-1.47,5.26,1/19,-14.12,-14.31,-0.44,-0.34
37,鋼鐵,-1.38,0.0,0/15,-9.53,-18.28,-2.52,-3.68
