股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
8105,凌巨,2026-05-12,14.15,14.75,4.24%,11599,2544,4.56
3014,聯陽,2026-05-12,144.0,140.0,-2.78%,7534,2202,3.42
6432,今展科,2026-05-12,50.0,47.3,-5.4%,6481,1776,3.65
4966,譜瑞-KY,2026-05-12,787.0,761.0,-3.3%,16142,3637,4.44
3624,光頡,2026-05-12,63.1,66.3,5.07%,14461,4072,3.55
6509,聚和,2026-05-12,46.7,46.65,-0.11%,10522,3228,3.26
5009,榮剛,2026-05-12,40.95,38.05,-7.08%,17826,5702,3.13
3360,尚立,2026-05-12,15.2,16.0,5.26%,6399,711,9.0
3305,昇貿,2026-05-12,117.0,128.5,9.83%,22543,5957,3.78
6206,飛捷,2026-05-12,135.0,140.0,3.7%,9680,2062,4.69
5285,界霖,2026-05-12,74.0,74.5,0.68%,5413,833,6.5
8069,元太,2026-05-12,195.5,195.5,0.0%,61918,11697,5.29
3048,益登,2026-05-12,45.0,46.9,4.22%,19697,6363,3.1
3036,文曄,2026-05-12,270.0,275.5,2.04%,43177,11234,3.84
8114,振樺電,2026-05-12,222.5,239.5,7.64%,5332,1237,4.31
6412,群電,2026-05-12,94.3,96.5,2.33%,9786,3004,3.26
2851,中再保,2026-05-12,33.0,34.1,3.33%,10620,2637,4.03
8213,志超,2026-05-12,43.8,41.2,-5.94%,6136,1669,3.68
6116,彩晶,2026-05-12,9.73,10.65,9.46%,134250,35509,3.78
1714,和桐,2026-05-12,9.63,10.25,6.44%,21029,5323,3.95
1795,美時,2026-05-12,211.0,210.0,-0.47%,11572,3474,3.33
1809,中釉,2026-05-12,43.45,40.4,-7.02%,34259,10037,3.41
2030,彰源,2026-05-12,18.0,17.95,-0.28%,9086,1458,6.23
5471,松翰,2026-05-12,50.6,52.4,3.56%,10914,2614,4.17
5425,台半,2026-05-12,81.0,81.1,0.12%,44026,14073,3.13
2377,微星,2026-05-12,114.0,105.0,-7.89%,67323,17265,3.9
5291,邑昇,2026-05-11,75.0,70.7,-5.73%,9083,2355,3.86
6206,飛捷,2026-05-11,128.0,140.0,9.38%,5058,1619,3.12
5309,系統電,2026-05-11,64.9,66.5,2.47%,22755,7404,3.07
5009,榮剛,2026-05-11,38.55,38.05,-1.3%,18608,4959,3.75
5471,松翰,2026-05-11,46.1,52.4,13.67%,6607,2085,3.17
5425,台半,2026-05-11,77.4,81.1,4.78%,37393,11978,3.12
6179,亞通,2026-05-11,25.0,24.4,-2.4%,8341,1450,5.75
6026,福邦證,2026-05-11,16.7,16.2,-2.99%,8136,2702,3.01
5258,虹堡,2026-05-11,55.8,53.2,-4.66%,5599,917,6.1
6834,天二科技,2026-05-11,47.9,43.4,-9.39%,7689,1768,4.35
3048,益登,2026-05-11,43.45,46.9,7.94%,19158,5959,3.21
2104,國際中橡,2026-05-11,10.3,10.15,-1.46%,11540,3438,3.36
8926,台汽電,2026-05-11,49.5,51.6,4.24%,9983,2456,4.06
8213,志超,2026-05-11,39.0,41.2,5.64%,6809,1400,4.86
2030,彰源,2026-05-11,17.2,17.95,4.36%,5239,1026,5.1
6116,彩晶,2026-05-11,9.55,10.65,11.52%,89842,29316,3.06
3276,宇環,2026-05-11,15.7,16.25,3.5%,5095,606,8.4
8016,矽創,2026-05-08,271.0,274.0,1.11%,7424,2046,3.63
6182,合晶,2026-05-08,56.3,56.3,0.0%,165138,53706,3.07
8042,金山電,2026-05-08,85.0,97.7,14.94%,26385,6310,4.18
6446,藥華藥,2026-05-08,668.0,711.0,6.44%,6129,1876,3.27
6155,鈞寶,2026-05-08,51.4,51.8,0.78%,20993,3944,5.32
8163,達方,2026-05-08,29.0,29.6,2.07%,5398,1185,4.55
6834,天二科技,2026-05-08,48.0,43.4,-9.58%,5906,1419,4.16
6150,撼訊,2026-05-08,77.4,66.5,-14.08%,5169,793,6.51
6116,彩晶,2026-05-08,9.37,10.65,13.66%,84005,26186,3.21
8227,巨有科技,2026-05-08,220.0,212.5,-3.41%,7400,2302,3.21
6757,台灣虎航,2026-05-08,56.0,54.0,-3.57%,7144,1419,5.03
6206,飛捷,2026-05-08,121.0,140.0,15.7%,5367,1404,3.82
1514,亞力,2026-05-08,120.5,123.5,2.49%,18383,4528,4.06
5464,霖宏,2026-05-08,52.4,63.3,20.8%,7919,1350,5.87
3141,晶宏,2026-05-08,59.1,63.0,6.6%,5057,1269,3.98
1605,華新,2026-05-08,36.0,34.5,-4.17%,116777,37075,3.15
1609,大亞,2026-05-08,35.2,35.3,0.28%,27013,4295,6.29
2010,春源,2026-05-08,24.6,23.1,-6.1%,7813,1925,4.06
2103,台橡,2026-05-08,19.95,21.3,6.77%,23456,6036,3.89
2342,茂矽,2026-05-08,45.75,44.1,-3.61%,31903,6961,4.58
3014,聯陽,2026-05-08,132.0,140.0,6.06%,9650,1723,5.6
3034,聯詠,2026-05-08,464.0,487.0,4.96%,20155,5420,3.72
3055,蔚華科,2026-05-08,84.3,110.0,30.49%,10370,2105,4.93
3090,日電貿,2026-05-08,120.0,120.5,0.42%,28382,8895,3.19
3094,聯傑,2026-05-08,34.05,31.4,-7.78%,9979,2531,3.94
