股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1802,台玻,39.9,22.96%,231810,1.6
2413,環科,30.75,7.33%,17818,2.55
2485,兆赫,27.55,45.0%,99252,3.35
3037,欣興,226.0,28.41%,72841,1.61
3105,穩懋,167.0,24.63%,30707,1.69
3163,波若威,359.5,42.94%,17247,1.63
3189,景碩,159.5,16.0%,39402,1.65
4903,聯光通,46.75,28.61%,19211,4.16
4939,亞電,39.2,27.07%,29229,3.82
4979,華星光,258.0,27.09%,48969,1.8
5340,建榮,68.8,13.16%,18528,3.48
5475,德宏,83.2,43.45%,11686,1.86
6155,鈞寶,45.3,34.02%,13175,3.21
6175,立敦,53.0,17.26%,16519,1.7
6265,方土昶,20.9,18.41%,18595,2.84
8039,台虹,94.0,43.95%,58345,2.35
8110,華東,47.9,33.8%,206840,1.93
