股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,36.45,5,43950543,8790,36.95,35.95,2.78%
1215,卜蜂,134.5,5,9858000,1971,140.0,132.5,5.66%
1216,統一,78.4,5,98991682,19798,80.0,75.1,6.52%
2027,大成鋼,34.8,5,33195000,6639,36.5,34.7,5.19%
2211,長榮鋼,102.0,5,11278314,2255,107.5,100.0,7.50%
2357,華碩,544.0,5,20342818,4068,580.0,540.0,7.41%
2360,致茂,771.0,4,7802933,1560,783.0,728.0,7.55%
2382,廣達,264.0,5,2827516,565,268.5,260.0,3.27%
2441,超豐,86.3,5,3658000,731,92.8,82.0,13.17%
2458,義隆,126.0,5,6400419,1280,129.5,121.5,6.58%
2603,長榮,188.5,4,14843059,2968,189.5,181.0,4.70%
2606,裕民,61.0,5,11414902,2282,62.5,60.0,4.17%
2645,長榮航太,146.5,4,10315000,2063,149.5,137.5,8.73%
2880,華南金,32.0,5,106868474,21373,32.5,31.35,3.67%
2883,凱基金,17.55,5,25091178,5018,17.85,17.25,3.48%
2884,玉山金,33.95,5,352955979,70591,34.2,32.75,4.43%
2886,兆豐金,40.7,5,9545055,1909,41.2,40.2,2.49%
2887,台新金,20.75,5,604942824,120988,21.9,20.75,5.54%
2890,永豐金,28.85,4,15516360,3103,29.4,28.7,2.44%
2903,遠百,22.15,5,20515000,4103,22.7,22.1,2.71%
3036,文曄,142.5,5,18616000,3723,156.0,142.5,9.47%
3045,台灣大,108.5,5,110690543,22138,108.5,104.0,4.33%
3702,大聯大,57.9,5,27845000,5569,60.7,57.9,4.84%
6005,群益證,24.2,5,17932664,3586,25.15,24.2,3.93%
6414,樺漢,297.5,5,2541000,508,302.5,289.5,4.49%
8422,可寧衛,24.5,5,54190000,10838,25.1,24.1,4.15%
9904,寶成,30.25,5,4278809,855,31.15,30.2,3.15%
9907,統一實,18.4,5,28936434,5787,18.65,17.9,4.19%
9941,裕融,90.8,5,2845000,569,94.8,90.5,4.75%
