股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,239.5,5,29612157,5922,245.0,221.0,10.86%
2027,大成鋼,46.65,4,4066755,813,47.65,44.95,6.01%
2376,技嘉,368.0,5,2940683,588,376.0,341.0,10.26%
2382,廣達,344.5,5,14038513,2807,346.5,330.5,4.84%
2542,興富發,46.45,5,12721789,2544,48.9,44.85,9.03%
2603,長榮,242.0,4,5508790,1101,245.5,231.5,6.05%
2610,華航,20.25,4,5055765,1011,20.35,19.9,2.26%
2618,長榮航,41.95,5,17455448,3491,42.25,40.85,3.43%
2633,台灣高鐵,25.7,5,4702604,940,26.1,25.65,1.75%
2884,玉山金,46.2,5,23072075,4614,47.35,44.9,5.46%
2886,兆豐金,51.1,4,5153027,1030,52.9,50.0,5.80%
2887,台新金,43.8,4,18103779,3620,44.8,42.6,5.16%
2890,永豐金,45.7,4,26577502,5315,46.3,43.95,5.35%
2891,中信金,70.4,4,15380624,3076,72.0,68.2,5.57%
2892,第一金,39.75,4,14704021,2940,40.95,38.9,5.27%
3036,文曄,206.5,4,3745924,749,209.5,190.0,10.26%
3045,台灣大,124.5,4,2597137,519,125.5,121.0,3.72%
3105,穩懋,490.5,5,4201100,840,507.0,445.5,13.80%
3231,緯創,186.5,4,4038732,807,190.5,181.0,5.25%
5876,上海商銀,49.25,5,2844862,568,50.0,48.65,2.77%
6505,台塑化,88.5,4,8192331,1638,89.8,80.0,12.25%
6770,力積電,72.7,4,4352101,870,74.5,66.7,11.69%
9904,寶成,24.85,5,9718862,1943,24.9,24.05,3.53%
