股票代碼,公司名稱,符合策略數,符合策略
2359,所羅門,3,"大戶持有, 強勢股, 盤整突破"
6182,合晶,2,"盤整突破, 隔日衝"
3374,精材,2,"外資買超, 隔日衝"
2436,偉詮電,2,"大戶持有, 隔日衝"
2834,臺企銀,2,"外資買超, 隔日衝"
2603,長榮,2,"外資買超, 盤整突破"
2634,漢翔,2,"外資買超, 強勢股"
2609,陽明,2,"外資買超, 盤整突破"
8105,凌巨,2,"外資買超, 盤整突破"
2886,兆豐金,2,"外資買超, 投信連續"
2542,興富發,2,"外資買超, 投信連續"
2324,仁寶,2,"外資買超, 盤整突破"
3605,宏致,2,"外資買超, 大戶持有"
8070,長華*,2,"外資買超, 盤整突破"
8039,台虹,2,"外資買超, 強勢股"
1815,富喬,2,"外資買超, 盤整突破"
6213,聯茂,2,"外資買超, 大戶持有"
2605,新興,2,"強勢股, 盤整突破"
2615,萬海,2,"強勢股, 盤整突破"
3498,陽程,2,"大戶持有, 盤整突破"
6265,方土昶,2,"大戶持有, 盤整突破"
