股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1402,遠東新,28.0,5,3134006,626,28.05,26.65,5.25%
2542,興富發,48.15,5,5399000,1079,48.2,44.9,7.35%
2610,華航,19.9,4,2959000,591,20.35,19.85,2.52%
2633,台灣高鐵,25.9,5,5422000,1084,26.2,25.7,1.95%
2855,統一證,45.85,5,3380000,676,48.5,45.5,6.59%
2880,華南金,39.0,4,29770609,5954,41.55,38.0,9.34%
2883,凱基金,30.4,5,82066034,16413,31.75,30.3,4.79%
2884,玉山金,37.8,5,86461733,17292,38.5,36.35,5.91%
2885,元大金,62.5,4,6226922,1245,70.5,62.1,13.53%
2886,兆豐金,47.05,5,39886845,7977,47.5,44.95,5.67%
2887,台新金,36.4,5,103247495,20649,37.8,35.25,7.23%
2890,永豐金,39.4,5,53942147,10788,40.95,38.75,5.68%
2892,第一金,33.6,4,43548083,8709,34.25,32.55,5.22%
5880,合庫金,24.85,4,41649061,8329,25.2,23.9,5.44%
