排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,4.87,100.0,4/4,40.34,183.0,36.69,81.8
2,光學元件或組裝,4.32,80.0,12/15,36.57,66.26,19.02,-4.26
3,CPO_先進封裝測試,4.6,80.0,4/5,5.79,11.36,8.96,2.49
4,被動元件,4.26,78.95,15/19,15.79,-79.42,-2.97,40.76
5,銀,4.73,75.0,3/4,2.04,-20.24,-0.63,40.25
6,TPU_光通訊與連接器,3.44,75.0,3/4,87.83,47.66,17.38,-11.04
7,記憶體模組,3.38,71.43,5/7,-0.7,-69.6,-6.15,-24.76
8,無塵室與機電工程,2.36,60.0,3/5,33.98,40.29,3.42,-5.96
9,記憶體控制IC,3.58,60.0,3/5,16.95,22.7,-0.03,0.03
10,低軌衛星,1.91,57.14,4/7,131.07,62.35,20.75,41.15
11,鋼鐵,0.35,53.33,8/15,9.47,-13.52,-0.52,-3.47
12,航運,0.01,53.33,8/15,6.01,-8.2,-5.74,-14.43
13,記憶體封裝與測試,0.68,50.0,2/4,0.58,-11.39,-0.06,-3.14
14,IC設計,-0.45,46.15,6/13,-9.43,-84.13,-16.33,-2.5
15,軍工_無人機相關,-0.69,44.44,4/9,-5.92,-95.3,-7.08,-15.72
16,廠務系統與水處理,-0.13,42.86,3/7,-1.94,-5.11,-0.01,-0.02
17,網通設備組件,0.42,40.0,8/20,24.15,-100.31,29.02,60.8
18,TPU_伺服器主板與印刷電路板,1.41,40.0,2/5,-7.17,35.65,55.13,116.3
19,PCB,0.22,40.0,6/15,1.62,106.32,31.76,104.68
20,玻璃,-0.8,33.33,5/15,-32.78,-13.48,21.36,54.69
21,CPO_光通訊,-0.68,33.33,2/6,0.63,-2.63,9.87,-14.98
22,紡織,-0.03,30.0,6/20,-4.5,-10.04,-0.18,0.19
23,化學,-0.44,30.0,6/20,-17.67,-60.65,1.01,1.76
24,BBU_電池模組,-1.71,28.57,2/7,-9.26,-8.37,-3.62,-7.98
25,機器人,-0.79,28.57,4/14,18.63,-52.4,-5.17,-0.23
26,工業自動化與機器人,-1.12,28.57,2/7,3.94,10.8,-1.4,0.5
27,半導體設備,-1.69,28.57,2/7,-10.46,-10.32,-2.36,5.37
28,軟體設計,-0.79,26.67,4/15,-0.31,-2.76,-0.17,-0.35
29,TPU_散熱,-0.91,25.0,1/4,-33.15,-59.35,-5.92,23.16
30,塑膠,-1.18,22.22,4/18,-9.02,-39.79,-0.42,-1.83
31,金融,-1.3,21.05,4/19,-9.02,-39.79,-0.42,-1.83
32,BBU_電源供應器與整合,-2.27,20.0,1/5,25.55,-16.4,-12.01,-31.19
33,電器電纜,-1.65,20.0,2/10,-22.18,-44.15,-0.3,0.47
34,電池或電源,-1.38,20.0,4/20,-4.32,-71.97,-16.45,-40.03
35,軍工_航太製造與維修,-1.63,16.67,1/6,0.53,-0.78,-0.01,-0.03
36,造紙,0.1,14.29,1/7,0.35,0.4,-0.01,-0.01
37,銅,-1.31,10.0,1/10,2.39,11.78,-8.24,17.5
