股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1909,榮成,2026-03-30,10.3,10.5,1.94%,28651,4430,6.47
3062,建漢,2026-03-30,28.55,30.7,7.53%,80433,8871,9.07
6821,聯寶,2026-03-30,56.5,61.0,7.96%,7115,823,8.64
1905,華紙,2026-03-27,14.65,16.9,15.36%,63599,7408,8.59
2231,為升,2026-03-27,112.5,137.5,22.22%,6116,1045,5.85
2419,仲琦,2026-03-27,33.2,34.7,4.52%,42074,6204,6.78
2484,希華,2026-03-27,27.5,28.15,2.36%,14208,2634,5.39
3026,禾伸堂,2026-03-27,138.0,147.0,6.52%,28955,3989,7.26
4906,正文,2026-03-27,37.0,35.0,-5.41%,116104,18522,6.27
6821,聯寶,2026-03-27,55.8,61.0,9.32%,5935,470,12.61
1904,正隆,2026-03-26,19.0,19.9,4.74%,12020,2271,5.29
3339,泰谷,2026-03-26,40.95,39.25,-4.15%,19370,3849,5.03
5244,弘凱,2026-03-26,45.1,40.6,-9.98%,6412,974,6.58
