股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
1326,台化,48.65,9.94,-6983.59,11583.74,-420.0,-420.0
5243,乙盛-KY,82.3,9.87,-2850.0,-4075.0,0.0,0.0
1303,南亞,81.4,9.7,2798.04,5140.71,-8985.0,-11375.0
