股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,71.2,5,15357477,3071,75.6,71.2,6.18%
1513,中興電,160.0,5,2634840,526,160.0,147.5,8.47%
2615,萬海,83.3,5,10125559,2025,85.3,77.0,10.78%
2618,長榮航,35.45,5,33168278,6633,36.1,34.1,5.87%
2801,彰銀,20.2,5,13925878,2785,20.65,20.15,2.48%
2886,兆豐金,39.5,4,25495953,5099,41.4,39.5,4.81%
2892,第一金,27.6,5,18045076,3609,29.45,27.2,8.27%
2912,統一超,212.5,5,4813745,962,229.5,212.5,8.00%
3045,台灣大,111.5,5,20256294,4051,117.5,111.0,5.86%
3706,神達,88.5,5,12839026,2567,89.3,79.6,12.19%
4904,遠傳,94.2,4,3655906,731,99.5,94.2,5.63%
4938,和碩,81.2,5,4698483,939,82.7,76.6,7.96%
5871,中租-KY,109.0,4,6359516,1271,113.5,109.0,4.13%
8069,元太,235.0,5,4998692,999,236.0,213.0,10.80%
