排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2312,金寶,其他電子業,上市,36471,85274
2,2891,中信金,金融保險業,上市,1926,59615
3,2489,瑞軒,光電業,上市,19603,54090
4,2027,大成鋼,鋼鐵工業,上市,1033,45313
5,3714,富采,光電業,上市,16253,36483
6,2615,萬海,航運業,上市,8974,32962
7,2603,長榮,航運業,上市,12377,27698
8,2327,國巨,電子零組件業,上市,5100,26708
9,6182,合晶,半導體業,上櫃,4931,19924
10,4958,臻鼎-KY,電子零組件業,上市,5749,19126
11,4919,新唐,半導體業,上市,8829,18289
12,2882,國泰金,金融保險業,上市,5539,12133
13,2492,華新科,電子零組件業,上市,3172,11317
14,2369,菱生,半導體業,上市,10100,10916
15,6271,同欣電,半導體業,上市,2041,10689
16,6168,宏齊,光電業,上市,5958,9958
17,2375,凱美,電子零組件業,上市,2700,9865
18,3704,合勤控,通信網路業,上市,3642,9670
19,6284,佳邦,電子零組件業,上櫃,5487,9328
20,6456,GIS-KY,光電業,上市,5127,9142
21,2338,光罩,半導體業,上市,3571,9058
22,6120,達運,光電業,上市,6756,9019
23,8358,金居,電子零組件業,上櫃,1167,8652
24,2404,漢唐,其他電子業,上市,1356,7296
25,2332,友訊,通信網路業,上市,3263,7216
26,2436,偉詮電,半導體業,上市,4107,7214
27,3048,益登,電子通路業,上市,3003,6939
28,2495,普安,電腦及週邊設備業,上市,1701,6900
29,4526,東台,電機機械,上市,3118,6577
30,3062,建漢,通信網路業,上市,4626,6344
31,2426,鼎元,光電業,上市,4369,6321
32,1447,力鵬,紡織纖維,上市,578,6189
33,6202,盛群,半導體業,上市,3367,6178
34,5388,中磊,通信網路業,上市,2954,6166
35,9933,中鼎,其他業,上市,703,6151
36,2478,大毅,電子零組件業,上市,954,4962
37,8105,凌巨,光電業,上市,2611,4582
38,2458,義隆,半導體業,上市,951,4507
39,3236,千如,電子零組件業,上櫃,180,4495
40,3707,漢磊,半導體業,上櫃,1803,4410
41,6176,瑞儀,光電業,上市,1854,4357
42,2399,映泰,電腦及週邊設備業,上市,3685,4136
43,3014,聯陽,半導體業,上市,969,4115
44,1504,東元,電機機械,上市,3461,3767
45,2646,星宇航空,航運業,上市,2127,3654
46,2457,飛宏,電子零組件業,上市,1852,3650
47,3591,艾笛森,光電業,上市,1165,3572
48,4306,炎洲,塑膠工業,上市,1112,3568
49,6509,聚和,化學工業,上櫃,497,3528
50,3034,聯詠,半導體業,上市,371,3524
51,3357,臺慶科,電子零組件業,上櫃,1597,3151
52,3041,揚智,半導體業,上市,1994,3148
53,2405,輔信,電腦及週邊設備業,上市,1633,3121
54,2340,台亞,半導體業,上市,2763,3068
