股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1597,直得,178.0,56.14%,14885,3.6
2317,鴻海,252.0,19.43%,240330,1.59
2337,旺宏,172.0,29.81%,258575,1.51
2342,茂矽,41.8,29.61%,38069,4.67
2426,鼎元,76.2,42.7%,58846,2.9
2451,創見,302.5,13.94%,19504,1.59
3016,嘉晶,114.5,63.34%,22662,2.77
3033,威健,42.4,21.66%,51739,2.94
3162,精確,89.8,29.39%,23888,2.6
3317,尼克森,64.9,21.08%,12482,3.15
3455,由田,298.0,32.44%,10133,1.94
3532,台勝科,250.5,37.26%,16611,1.8
5351,鈺創,78.5,14.43%,43683,1.61
6108,競國,22.0,20.22%,10594,3.06
6173,信昌電,101.0,12.98%,36342,1.6
6182,合晶,50.6,16.99%,150163,3.19
6207,雷科,68.7,22.68%,14119,3.72
6488,環球晶,721.0,20.77%,28039,2.43
8042,金山電,77.3,18.02%,25650,2.32
