排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,7.95,100.0,4/4,78.56,241.97,32.32,56.71
2,記憶體模組,5.16,100.0,7/7,40.85,113.64,24.77,-7.22
3,記憶體封裝與測試,3.64,100.0,4/4,17.46,33.59,-1.09,-3.25
4,無塵室與機電工程,2.83,80.0,4/5,13.43,3.13,-2.24,-3.5
5,IC設計,3.18,76.92,10/13,152.31,142.42,52.31,49.33
6,BBU_電池模組,0.98,71.43,5/7,0.47,-1.51,-0.78,-0.66
7,廠務系統與水處理,0.34,66.67,4/6,2.39,3.72,-0.0,-0.21
8,鋼鐵,0.62,66.67,10/15,12.8,23.08,-0.45,-1.26
9,BBU_電源供應器與整合,1.35,60.0,3/5,117.19,36.66,7.22,14.88
10,電池或電源,0.94,60.0,12/20,113.31,38.13,6.19,13.09
11,航運,0.63,53.33,8/15,15.03,51.58,-2.98,-7.46
12,紡織,0.21,50.0,10/20,0.36,-4.05,0.16,0.88
13,銅,1.38,50.0,5/10,4.83,55.01,43.11,58.84
14,玻璃,-0.51,46.67,7/15,-59.49,-106.94,19.19,41.96
15,造紙,-0.22,42.86,3/7,-0.06,-0.39,-0.0,-0.01
16,CPO_先進封裝測試,-2.59,40.0,2/5,1.34,-4.8,-1.97,-1.35
17,記憶體控制IC,1.42,40.0,2/5,7.69,13.78,-0.01,0.03
18,軟體設計,-0.33,33.33,5/15,-0.11,0.15,-0.0,0.69
19,電器電纜,-0.52,30.0,3/10,-7.61,4.86,-0.15,-0.6
20,工業自動化與機器人,-0.78,28.57,2/7,4.98,-5.87,0.35,3.1
21,低軌衛星,-2.05,28.57,2/7,-65.12,12.8,-6.85,5.61
22,半導體設備,-2.07,28.57,2/7,1.22,-32.21,1.78,10.86
23,PCB,-1.66,26.67,4/15,-81.54,-125.63,17.21,70.63
24,被動元件,0.81,26.32,5/19,58.55,15.29,20.67,34.1
25,TPU_散熱,-3.36,25.0,1/4,-9.5,-46.41,-105.51,-132.71
26,銀,-0.05,25.0,1/4,3.83,25.41,3.84,5.4
27,軍工_無人機相關,-0.18,22.22,2/9,145.2,192.78,17.89,16.13
28,機器人,-1.27,21.43,3/14,64.85,-55.63,7.57,18.77
29,TPU_伺服器主板與印刷電路板,-1.79,20.0,1/5,-18.24,-37.29,4.53,32.89
30,化學,-0.85,20.0,4/20,7.23,44.38,-9.02,-12.24
31,網通設備組件,-1.76,20.0,4/20,105.25,117.82,-48.16,-42.24
32,金融,-1.83,10.53,2/19,1.46,54.1,0.21,-2.48
33,光學元件或組裝,-2.07,6.67,1/15,-32.94,-50.48,7.44,23.73
34,塑膠,-1.97,5.56,1/18,1.46,54.09,0.21,-2.48
35,軍工_航太製造與維修,-2.78,0.0,0/6,-0.92,3.23,-0.04,-0.93
36,CPO_光通訊,-4.76,0.0,0/6,-11.91,-66.5,1.55,19.77
37,TPU_光通訊與連接器,-2.96,0.0,0/4,5.83,0.16,-40.3,-40.53
