股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
4931,新盛力,BBU_電池模組,6.73,4.72,11902
3211,順達,BBU_電池模組,3.31,3.88,12025
6781,AES-KY,BBU_電池模組,1.79,3.17,1972
6558,興能高,BBU_電池模組,1.2,2.43,599
6121,新普,BBU_電池模組,0.14,1.54,770
3323,加百裕,BBU_電池模組,-0.29,3.86,1410
3625,西勝,BBU_電池模組,-6.02,-5.74,2368
2301,光寶科,BBU_電源供應器與整合,8.19,11.45,90200
3305,昇貿,BBU_電源供應器與整合,4.5,6.91,9401
2308,台達電,BBU_電源供應器與整合,2.08,2.08,15562
5309,系統電,BBU_電源供應器與整合,-2.02,5.33,8672
3625,西勝,BBU_電源供應器與整合,-6.02,-5.74,2368
6257,矽格,CPO_先進封裝測試,3.3,13.06,24188
6515,穎崴,CPO_先進封裝測試,0.75,-2.46,490
3265,台星科,CPO_先進封裝測試,-2.11,10.71,4651
3363,上詮,CPO_先進封裝測試,-6.54,5.98,1009
6451,訊芯-KY,CPO_先進封裝測試,-8.35,10.79,9570
6442,光聖,CPO_光通訊,0.0,-2.37,1611
4979,華星光,CPO_光通訊,-2.09,15.44,19854
4977,眾達-KY,CPO_光通訊,-3.88,2.53,10391
3081,聯亞,CPO_光通訊,-5.68,0.57,4743
3163,波若威,CPO_光通訊,-6.97,-0.87,6331
2455,全新,CPO_光通訊,-9.96,0.14,5242
3661,世芯-KY,IC設計,10.0,10.4,3304
3661,世芯-KY,IC設計,10.0,10.4,3304
2454,聯發科,IC設計,8.72,31.42,39638
6531,愛普*,IC設計,3.21,14.88,2775
3035,智原,IC設計,2.54,8.04,18503
3035,智原,IC設計,2.54,8.04,18503
3443,創意,IC設計,2.48,16.31,4890
3443,創意,IC設計,2.48,16.31,4890
6643,M31,IC設計,1.56,18.61,1112
2388,威盛,IC設計,0.13,1.78,31338
8054,安國,IC設計,-0.45,5.19,3420
6533,晶心科,IC設計,-0.82,5.69,1499
3529,力旺,IC設計,-1.01,12.97,986
6274,台燿,PCB,7.79,30.2,16724
8358,金居,PCB,5.89,18.02,10916
2383,台光電,PCB,4.65,8.91,3737
6213,聯茂,PCB,0.35,5.56,6961
2367,燿華,PCB,-0.49,5.55,47501
2316,楠梓電,PCB,-0.85,4.0,5695
5469,瀚宇博,PCB,-1.18,1.7,4326
1815,富喬,PCB,-2.16,4.61,94811
2368,金像電,PCB,-2.36,3.96,6284
4958,臻鼎-KY,PCB,-3.4,-2.14,56667
3037,欣興,PCB,-4.98,-2.83,44744
3715,定穎投控,PCB,-5.09,7.18,44004
8046,南電,PCB,-5.72,-6.47,22794
3189,景碩,PCB,-8.44,-8.62,32577
