排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,4.92,89.47,17/19,-26.25,4.75,32.5,51.85
2,低軌衛星,4.68,85.71,6/7,23.28,60.51,13.38,51.99
3,半導體設備,0.77,71.43,5/7,4.25,-2.14,0.92,-4.53
4,金融,1.18,68.42,13/19,-15.31,-40.24,-0.0,-0.46
5,CPO_光通訊,0.85,66.67,4/6,5.4,16.4,-2.47,-4.22
6,塑膠,1.18,66.67,12/18,-15.31,-40.24,-0.0,-0.46
7,軍工_無人機相關,2.49,66.67,6/9,-15.45,-10.11,-4.39,-21.61
8,光學元件或組裝,0.05,66.67,10/15,31.95,102.49,-3.55,3.22
9,電池或電源,0.4,60.0,12/20,-7.51,-63.18,-2.64,-33.46
10,網通設備組件,1.98,60.0,12/20,-44.18,-38.59,4.15,32.24
11,無塵室與機電工程,0.44,60.0,3/5,6.6,28.3,0.06,5.36
12,廠務系統與水處理,0.35,57.14,4/7,1.5,-1.4,-0.0,-0.01
13,記憶體模組,0.96,57.14,4/7,-27.23,-95.03,-1.33,-9.15
14,軟體設計,0.39,53.33,8/15,0.44,0.36,-0.0,-0.38
15,記憶體封裝與測試,-0.7,50.0,2/4,-9.91,23.61,0.23,0.07
16,TPU_光通訊與連接器,1.49,50.0,2/4,-14.26,31.85,9.5,31.83
17,銀,2.31,50.0,2/4,-24.0,8.36,32.95,60.06
18,BBU_電池模組,0.28,42.86,3/7,0.43,-11.57,-0.19,-3.97
19,BBU_電源供應器與整合,-0.11,40.0,2/5,-1.67,-4.11,-2.54,-28.77
20,記憶體控制IC,1.23,40.0,2/5,-9.66,20.05,-0.01,-0.04
21,銅,0.45,40.0,4/10,9.83,7.93,-0.12,-21.11
22,CPO_先進封裝測試,-1.83,40.0,2/5,-0.88,-4.79,7.63,25.43
23,PCB,0.56,40.0,6/15,83.93,-103.11,-1.03,-34.06
24,IC設計,-0.46,38.46,5/13,-13.62,54.35,-4.74,-30.53
25,機器人,-0.17,35.71,5/14,-20.46,-11.17,-2.52,-14.95
26,紡織,-0.68,35.0,7/20,-3.22,-13.08,-1.44,-1.58
27,航運,0.06,33.33,5/15,-16.71,-29.93,-0.8,-13.34
28,化學,-0.86,30.0,6/20,-27.39,-80.93,-1.27,-0.4
29,電器電纜,-0.48,30.0,3/10,-9.83,-47.83,-0.0,0.02
30,工業自動化與機器人,-1.07,28.57,2/7,-10.14,4.02,0.02,-2.13
31,玻璃,-0.39,26.67,4/15,-7.78,-97.19,0.4,11.02
32,記憶體製造,-1.03,25.0,1/4,-42.21,-20.62,-15.39,50.71
33,TPU_散熱,-0.54,25.0,1/4,-20.57,-66.15,4.33,4.24
34,造紙,-1.6,14.29,1/7,-0.78,0.51,0.0,-0.01
35,鋼鐵,-0.99,13.33,2/15,-0.08,11.04,-0.32,-1.34
36,軍工_航太製造與維修,-1.96,0.0,0/6,-1.2,-1.39,-0.02,-0.03
37,TPU_伺服器主板與印刷電路板,-1.81,0.0,0/5,36.47,-59.31,2.88,26.92
