股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1727,中華化,87.7,7.61%,39662,1.8
2303,聯電,111.0,36.7%,264201,2.17
2327,國巨,501.0,46.28%,92207,1.75
2359,所羅門,139.0,10.76%,25202,4.15
2374,佳能,82.4,0.49%,17734,2.48
2375,凱美,103.0,17.58%,13180,3.64
2376,技嘉,330.5,18.46%,39137,2.11
2464,盟立,139.0,19.83%,57632,1.75
2472,立隆電,235.0,27.72%,12246,2.57
2478,大毅,91.8,28.57%,11855,2.04
2481,強茂,129.0,29.39%,42888,2.12
2542,興富發,44.6,11.64%,19426,2.22
3033,威健,48.7,28.5%,30844,2.4
3048,益登,57.3,48.06%,52561,4.4
3059,華晶科,43.2,5.24%,12820,3.16
3090,日電貿,148.0,40.28%,36767,3.3
3149,正達,59.0,15.91%,52943,3.41
3209,全科,73.3,41.51%,11579,2.17
3236,千如,41.05,33.93%,14200,3.88
3481,群創,38.7,56.05%,948858,1.79
3490,單井,37.8,32.4%,12682,3.0
3615,安可,40.95,24.47%,15331,2.31
3624,光頡,83.8,59.92%,24940,4.68
6147,頎邦,207.0,15.64%,102631,1.73
6175,立敦,74.7,18.38%,13205,2.25
6207,雷科,84.9,33.91%,39611,3.0
6239,力成,250.0,12.11%,44344,2.02
6449,鈺邦,271.0,63.25%,10367,4.56
8043,蜜望實,122.0,35.71%,45426,4.01
