排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_光通訊與連接器,1.85,75.0,3/4,1.24,-3.51,11.13,41.78
2,TPU_散熱,0.58,75.0,3/4,22.44,84.6,8.33,33.87
3,塑膠,2.01,66.67,12/18,-20.77,-45.54,-1.71,-10.49
4,金融,1.89,63.16,12/19,-20.77,-45.53,-1.71,-10.49
5,低軌衛星,1.07,57.14,4/7,2.94,29.37,3.1,-8.24
6,航運,1.75,53.33,8/15,40.89,92.38,-2.55,-22.45
7,CPO_光通訊,1.6,50.0,3/6,12.44,12.99,9.49,29.27
8,網通設備組件,-0.86,35.0,7/20,-41.2,-28.52,18.36,55.38
9,玻璃,-1.33,33.33,5/15,11.25,-20.6,-2.65,-8.64
10,軍工_航太製造與維修,-0.85,33.33,2/6,3.97,1.53,-1.39,-3.03
11,化學,-0.59,30.0,6/20,-15.74,-25.19,-4.0,-15.39
12,廠務系統與水處理,0.06,28.57,2/7,0.82,2.31,-0.0,-0.18
13,造紙,-0.3,28.57,2/7,-0.01,-0.43,-0.0,-0.01
14,光學元件或組裝,-0.52,26.67,4/15,21.65,-4.3,9.31,33.81
15,PCB,-1.91,26.67,4/15,66.01,-15.65,-6.62,-15.5
16,紡織,-0.33,25.0,5/20,-1.28,-2.69,-2.25,-6.15
17,記憶體控制IC,-2.71,20.0,1/5,-5.08,10.39,0.01,0.34
18,鋼鐵,-0.4,20.0,3/15,6.77,-24.8,1.77,0.33
19,無塵室與機電工程,-2.3,20.0,1/5,6.69,32.55,1.11,7.49
20,CPO_先進封裝測試,-0.47,20.0,1/5,6.81,-25.74,-1.26,-3.22
21,半導體設備,-1.2,14.29,1/7,9.01,30.57,-0.05,-0.63
22,銅,-2.91,10.0,1/10,-22.78,-27.4,-3.49,-30.31
23,IC設計,-3.48,7.69,1/13,-82.82,-51.43,1.78,26.92
24,電池或電源,-3.05,5.0,1/20,-49.74,-136.81,-6.59,-0.69
25,記憶體封裝與測試,-8.06,0.0,0/4,-3.36,23.26,-6.56,-10.89
26,記憶體模組,-6.6,0.0,0/7,-39.06,-4.17,-7.23,-25.56
27,記憶體製造,-9.59,0.0,0/4,-146.96,-87.56,-5.64,-10.0
28,軍工_無人機相關,-3.33,0.0,0/9,-65.92,-75.75,-0.28,8.67
29,被動元件,-3.89,0.0,0/19,-46.57,-44.76,-0.99,6.01
30,軟體設計,-2.01,0.0,0/15,-1.05,-0.68,-0.0,-0.02
31,BBU_電源供應器與整合,-4.03,0.0,0/5,-35.96,-141.41,-5.26,4.76
32,機器人,-3.79,0.0,0/14,-22.98,-29.74,-1.6,11.96
33,銀,-3.94,0.0,0/4,-19.33,2.35,1.26,-8.28
34,工業自動化與機器人,-3.14,0.0,0/7,10.71,31.35,1.78,1.13
35,TPU_伺服器主板與印刷電路板,-2.27,0.0,0/5,22.11,22.77,-5.23,0.03
36,電器電纜,-3.44,0.0,0/10,-8.28,12.35,-1.24,-3.25
37,BBU_電池模組,-3.39,0.0,0/7,-7.01,-8.23,0.27,-1.36
