股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2317,鴻海,253.0,5,6315245,1263,254.0,226.5,12.14%
2801,彰銀,25.4,4,5247560,1049,25.75,24.0,7.29%
2812,台中銀,20.65,4,3915954,783,20.85,20.35,2.46%
2834,臺企銀,18.2,5,4984421,996,18.4,17.7,3.95%
2855,統一證,44.15,5,2713000,542,44.9,39.7,13.10%
2880,華南金,43.05,5,24210370,4842,45.15,40.7,10.93%
2881,富邦金,129.5,5,15624133,3124,131.0,120.5,8.71%
2882,國泰金,100.5,5,18648207,3729,102.5,92.5,10.81%
2883,凱基金,30.4,4,19655170,3931,31.0,28.35,9.35%
2884,玉山金,38.45,4,3322567,664,39.1,35.85,9.07%
2886,兆豐金,51.6,5,18903269,3780,53.7,49.05,9.48%
2890,永豐金,40.05,4,8682064,1736,41.05,38.0,8.03%
2892,第一金,35.95,5,6350033,1270,36.9,34.15,8.05%
5880,合庫金,26.9,5,6882514,1376,27.65,25.65,7.80%
