股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
4931,新盛力,BBU_電池模組,7.61,9.77,3288
3211,順達,BBU_電池模組,5.82,0.32,7407
6781,AES-KY,BBU_電池模組,5.24,10.8,475
6558,興能高,BBU_電池模組,3.83,5.4,254
3323,加百裕,BBU_電池模組,3.07,8.57,401
6121,新普,BBU_電池模組,2.84,4.17,779
3625,西勝,BBU_電池模組,2.15,8.14,203
2301,光寶科,BBU_電源供應器與整合,9.81,24.05,23312
3305,昇貿,BBU_電源供應器與整合,4.17,8.24,1185
5309,系統電,BBU_電源供應器與整合,2.54,8.37,1404
3625,西勝,BBU_電源供應器與整合,2.15,8.14,203
2308,台達電,BBU_電源供應器與整合,-3.66,5.69,17410
6451,訊芯-KY,CPO_先進封裝測試,9.82,9.34,3329
3363,上詮,CPO_先進封裝測試,9.26,8.14,2147
6515,穎崴,CPO_先進封裝測試,7.48,15.42,456
3265,台星科,CPO_先進封裝測試,5.9,11.31,594
6257,矽格,CPO_先進封裝測試,4.83,7.71,5335
4979,華星光,CPO_光通訊,10.0,5.85,2637
6442,光聖,CPO_光通訊,9.96,14.41,1373
3163,波若威,CPO_光通訊,9.93,13.9,2574
2455,全新,CPO_光通訊,9.93,17.8,6310
3081,聯亞,CPO_光通訊,9.82,16.23,668
4977,眾達-KY,CPO_光通訊,3.85,8.48,2458
3443,創意,IC設計,9.99,27.01,1306
3443,創意,IC設計,9.99,27.01,1306
2454,聯發科,IC設計,9.99,24.13,7516
6531,愛普*,IC設計,9.9,16.91,1943
2388,威盛,IC設計,7.66,12.61,6315
3035,智原,IC設計,7.02,-4.19,9453
3035,智原,IC設計,7.02,-4.19,9453
3661,世芯-KY,IC設計,6.21,15.86,1969
3661,世芯-KY,IC設計,6.21,15.86,1969
6533,晶心科,IC設計,4.28,16.92,1732
6643,M31,IC設計,4.08,8.07,378
8054,安國,IC設計,-0.75,0.51,1516
3529,力旺,IC設計,-3.43,14.63,827
2368,金像電,PCB,9.96,19.62,5040
1815,富喬,PCB,9.95,16.27,14758
3189,景碩,PCB,9.92,21.18,4279
3037,欣興,PCB,9.91,25.73,22551
6274,台燿,PCB,9.91,19.61,1332
8358,金居,PCB,9.9,8.8,8525
6213,聯茂,PCB,9.89,16.06,8241
2313,華通,PCB,9.76,8.48,22355
2383,台光電,PCB,4.95,21.46,4183
2316,楠梓電,PCB,4.93,9.16,2247
2367,燿華,PCB,4.68,6.0,7486
3715,定穎投控,PCB,4.6,6.63,4464
8046,南電,PCB,3.59,8.42,6123
4958,臻鼎-KY,PCB,1.93,4.2,54723
5469,瀚宇博,PCB,0.75,3.37,1990
2368,金像電,TPU_伺服器主板與印刷電路板,9.96,19.62,5040
3037,欣興,TPU_伺服器主板與印刷電路板,9.91,25.73,22551
