股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,35.2,5,4294486,858,35.35,34.5,2.46%
1303,南亞,235.0,4,12966770,2593,248.0,218.0,13.76%
2027,大成鋼,49.35,4,9281000,1856,50.8,48.3,5.18%
2353,宏碁,31.05,5,4828040,965,33.05,31.0,6.61%
2357,華碩,968.0,5,3575499,715,1030.0,956.0,7.74%
2377,微星,152.5,5,2508000,501,164.0,150.5,8.97%
2542,興富發,47.7,5,10759900,2151,48.75,47.55,2.52%
2603,長榮,229.0,5,3925796,785,240.0,228.5,5.03%
2610,華航,20.6,5,4653000,930,20.65,20.15,2.48%
2618,長榮航,42.45,5,8756322,1751,42.95,41.7,3.00%
2633,台灣高鐵,26.1,5,3666000,733,26.3,25.95,1.35%
2801,彰銀,27.25,4,19711000,3942,27.3,24.95,9.42%
2855,統一證,52.2,4,4107166,821,52.3,49.4,5.87%
2882,國泰金,113.5,4,7792783,1558,117.0,108.0,8.33%
2883,凱基金,37.3,4,6264938,1252,37.6,34.6,8.67%
2887,台新金,42.8,5,43885956,8777,42.8,39.75,7.67%
2890,永豐金,43.45,4,10840381,2168,43.5,40.95,6.23%
2891,中信金,68.2,5,19416294,3883,69.5,65.4,6.27%
3231,緯創,186.5,5,29581469,5916,200.5,182.5,9.86%
3706,神達,91.3,5,3653000,730,95.3,91.1,4.61%
4938,和碩,91.7,5,7908827,1581,95.6,89.9,6.34%
5876,上海商銀,48.75,4,4241000,848,48.75,43.95,10.92%
