排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,4.1,100.0,7/7,0.45,-1.42,1.92,5.19
2,機器人,3.88,100.0,14/14,8.84,10.37,10.66,15.62
3,CPO_先進封裝測試,5.63,100.0,5/5,-7.92,-19.83,7.75,18.95
4,TPU_伺服器主板與印刷電路板,7.07,100.0,5/5,12.9,-42.38,25.71,50.95
5,銀,4.54,100.0,4/4,12.2,-7.12,1.56,0.83
6,TPU_散熱,4.27,100.0,4/4,-19.29,-63.84,13.36,29.3
7,記憶體模組,6.58,100.0,7/7,18.35,68.92,-1.29,-22.48
8,記憶體控制IC,4.48,100.0,5/5,4.8,8.04,-0.01,-0.02
9,記憶體封裝與測試,4.56,100.0,4/4,0.86,2.73,-1.22,0.44
10,半導體設備,3.8,100.0,7/7,2.03,-1.4,0.78,0.86
11,工業自動化與機器人,4.07,100.0,7/7,6.23,8.54,-0.25,-0.46
12,BBU_電源供應器與整合,5.37,100.0,5/5,-2.12,-15.31,11.07,18.1
13,被動元件,3.21,94.74,18/19,-1.36,-31.81,11.85,16.33
14,PCB,4.59,93.33,14/15,32.62,8.84,2.29,-19.55
15,IC設計,2.56,92.31,12/13,-3.67,-82.36,-2.78,0.53
16,銅,3.63,90.0,9/10,42.49,36.44,-17.28,-37.68
17,電池或電源,3.26,90.0,18/20,-5.74,-36.79,13.1,19.08
18,廠務系統與水處理,1.35,85.71,6/7,-1.07,-3.23,0.0,-0.0
19,CPO_光通訊,3.81,83.33,5/6,-9.88,-9.66,17.52,27.51
20,無塵室與機電工程,1.51,80.0,4/5,-8.34,-13.67,5.34,11.69
21,電器電纜,1.65,80.0,8/10,-1.87,-16.98,0.03,-4.37
22,TPU_光通訊與連接器,4.7,75.0,3/4,-22.16,-47.9,30.94,59.27
23,記憶體製造,4.36,75.0,3/4,-13.14,-0.93,-0.58,-6.91
24,光學元件或組裝,1.78,73.33,11/15,-16.47,-24.05,16.7,25.61
25,玻璃,2.46,73.33,11/15,25.15,16.71,-16.14,-48.26
26,化學,0.62,70.0,14/20,4.67,-21.75,-1.06,5.01
27,軍工_航太製造與維修,0.59,66.67,4/6,-1.53,-4.59,-0.0,-0.35
28,軟體設計,1.09,66.67,10/15,-0.71,-0.72,0.07,0.08
29,航運,0.44,66.67,10/15,-7.01,-42.13,-5.14,-2.17
30,鋼鐵,0.85,66.67,10/15,-3.99,-14.8,0.71,3.08
31,軍工_無人機相關,0.97,66.67,6/9,-9.1,-63.38,-1.85,4.87
32,網通設備組件,2.44,65.0,13/20,-50.85,-151.61,15.91,44.98
33,低軌衛星,1.2,57.14,4/7,-15.62,-47.77,0.82,3.4
34,造紙,0.69,57.14,4/7,-0.31,-0.1,0.0,-0.0
35,紡織,-0.25,55.0,11/20,-3.73,-5.09,0.5,1.44
36,塑膠,-2.99,38.89,7/18,3.85,-28.34,-0.99,1.45
37,金融,-2.96,36.84,7/19,3.85,-28.34,-0.99,1.45
