排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,1.68,100.0,4/4,58.67,100.64,1.41,-29.77
2,航運,2.77,86.67,13/15,76.51,214.69,1.37,4.13
3,記憶體模組,4.58,85.71,6/7,108.18,115.53,0.03,-16.71
4,化學,1.81,85.0,17/20,10.29,-6.07,3.64,12.06
5,金融,2.55,84.21,16/19,7.16,-17.57,0.27,6.95
6,塑膠,2.53,83.33,15/18,7.16,-17.57,0.27,6.95
7,鋼鐵,0.98,80.0,12/15,19.58,59.64,0.62,4.85
8,造紙,0.82,71.43,5/7,0.96,2.28,0.0,0.0
9,電器電纜,0.18,70.0,7/10,-0.53,-6.39,0.01,-0.27
10,紡織,1.17,70.0,14/20,3.47,15.04,3.35,5.88
11,光學元件或組裝,0.47,60.0,9/15,-35.26,-98.77,27.81,59.15
12,銅,0.06,60.0,6/10,34.32,35.06,-15.94,-10.07
13,廠務系統與水處理,0.5,57.14,4/7,-0.67,-2.15,0.0,-0.01
14,記憶體封裝與測試,0.28,50.0,2/4,-2.67,1.23,-0.05,-5.6
15,CPO_光通訊,0.91,50.0,3/6,-14.11,-43.91,20.82,39.93
16,半導體設備,0.17,42.86,3/7,-3.33,-15.44,-6.84,-7.63
17,軟體設計,-0.08,40.0,6/15,-0.3,3.19,0.0,3.92
18,無塵室與機電工程,1.59,40.0,2/5,2.55,12.18,-0.09,-22.85
19,記憶體控制IC,-1.47,40.0,2/5,2.78,-0.16,0.25,0.38
20,玻璃,-0.9,40.0,6/15,15.99,50.53,5.42,12.65
21,IC設計,-0.21,38.46,5/13,-12.45,-9.09,5.66,-118.57
22,電池或電源,-0.22,35.0,7/20,-1.81,-71.5,-2.89,-13.99
23,網通設備組件,-0.02,35.0,7/20,-17.26,-121.14,23.42,-45.31
24,工業自動化與機器人,-1.76,28.57,2/7,-5.58,-17.65,1.87,10.28
25,BBU_電池模組,-1.26,28.57,2/7,-0.25,7.45,-3.64,-13.85
26,PCB,-1.94,26.67,4/15,46.09,107.28,-20.18,-24.71
27,TPU_光通訊與連接器,-1.2,25.0,1/4,-4.11,-43.59,2.99,18.85
28,機器人,-1.76,21.43,3/14,-11.14,-75.18,1.96,2.73
29,BBU_電源供應器與整合,-1.72,20.0,1/5,-0.27,-73.54,0.95,-0.37
30,CPO_先進封裝測試,-2.04,20.0,1/5,-9.04,-0.16,-0.15,-9.29
31,軍工_航太製造與維修,-1.25,16.67,1/6,-21.15,-19.3,0.0,0.07
32,被動元件,-2.16,15.79,3/19,-26.7,-159.72,-3.5,-21.27
33,低軌衛星,-0.88,14.29,1/7,-9.88,-13.5,-3.84,-4.33
34,軍工_無人機相關,-0.57,11.11,1/9,-11.21,-30.12,0.18,-106.56
35,TPU_散熱,-3.92,0.0,0/4,-3.72,-21.19,0.38,27.36
36,銀,-1.83,0.0,0/4,-10.62,-97.08,-1.2,-26.0
37,TPU_伺服器主板與印刷電路板,-3.86,0.0,0/5,54.3,100.62,-24.07,-44.86
