排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2609,陽明,航運業,上市,4,49511,98309
2,1815,富喬,電子零組件業,上櫃,5,25803,37301
3,2603,長榮,航運業,上市,4,10504,36651
4,2615,萬海,航運業,上市,4,10620,26511
5,1102,亞泥,水泥工業,上市,4,9746,25574
6,1402,遠東新,紡織纖維,上市,3,17561,24877
7,2542,興富發,建材營造業,上市,4,3146,21442
8,9904,寶成,運動休閒,上市,3,5073,20285
9,9945,潤泰新,其他業,上市,4,272,17082
10,1504,東元,電機機械,上市,4,3683,13751
11,3045,台灣大,通信網路業,上市,3,6510,13517
12,1216,統一,食品工業,上市,3,4892,11961
13,3037,欣興,電子零組件業,上市,4,289,10643
14,2353,宏碁,電腦及週邊設備業,上市,3,2332,9542
15,2845,遠東銀,金融保險業,上市,3,6015,7320
16,2851,中再保,金融保險業,上市,4,1842,6550
17,6214,精誠,資訊服務業,上市,4,933,5086
18,6213,聯茂,電子零組件業,上市,4,1120,4688
19,1319,東陽,汽車工業,上市,3,686,4669
20,8033,雷虎,其他業,上市,4,110,4231
21,2646,星宇航空,航運業,上市,3,2793,4201
22,3441,聯一光,光電業,上櫃,3,3497,3522
23,6278,台表科,光電業,上市,3,553,3384
24,2606,裕民,航運業,上市,4,922,3115
25,9933,中鼎,其他業,上市,4,888,2918
26,2105,正新,橡膠工業,上市,3,3254,2873
27,4114,健喬,生技醫療業,上櫃,4,1681,2834
28,5876,上海商銀,金融保險業,上市,3,1237,2773
29,2474,可成,其他電子業,上市,4,277,2507
30,2204,中華,汽車工業,上市,4,1330,2413
31,6672,騰輝電子-KY,電子零組件業,上市,4,374,2381
32,2201,裕隆,汽車工業,上市,3,1190,2248
33,1904,正隆,造紙工業,上市,3,567,2205
34,5009,榮剛,鋼鐵工業,上櫃,4,1500,2202
35,4167,松瑞藥,生技醫療業,上櫃,5,1365,2149
36,9907,統一實,其他業,上市,3,1008,2084
37,1909,榮成,造紙工業,上市,3,120,2028
38,8932,智通*,其他業,上櫃,5,126,1914
39,1229,聯華,食品工業,上市,3,1436,1903
40,1714,和桐,化學工業,上市,3,2177,1825
41,1808,潤隆,建材營造業,上市,3,1007,1812
42,4931,新盛力,電腦及週邊設備業,上櫃,5,63,1632
43,2520,冠德,建材營造業,上市,4,89,1630
44,4142,國光生,生技醫療業,上市,3,1579,1614
45,2104,國際中橡,橡膠工業,上市,4,541,1461
46,1710,東聯,化學工業,上市,4,81,1380
47,5607,遠雄港,航運業,上市,4,553,1347
48,6757,台灣虎航,航運業,上市,3,63,1247
49,5864,致和證,金融保險業,上櫃,4,200,1170
50,4904,遠傳,通信網路業,上市,4,687,1158
51,2023,燁輝,鋼鐵工業,上市,4,650,1132
52,1440,南紡,紡織纖維,上市,4,248,1123
53,2540,愛山林,建材營造業,上市,4,486,1097
54,3029,零壹,資訊服務業,上市,3,160,1082
55,2852,第一保,金融保險業,上市,3,724,1048
56,2913,農林,貿易百貨業,上市,3,555,931
57,2367,燿華,電子零組件業,上市,4,240,921
58,6224,聚鼎,電子零組件業,上市,4,655,901
59,3026,禾伸堂,電子零組件業,上市,4,258,859
60,2385,群光,電子零組件業,上市,3,382,845
61,3229,晟鈦,電子零組件業,上市,3,542,815
62,6426,統新,通信網路業,上市,4,569,781
63,6589,台康生技,生技醫療業,上櫃,4,340,775
64,4991,環宇-KY,半導體業,上櫃,5,82,751
65,2633,台灣高鐵,航運業,上市,4,342,726
66,2636,台驊控股,航運業,上市,3,47,706
67,4105,東洋,生技醫療業,上櫃,3,922,704
68,1336,台翰,電子零組件業,上櫃,4,17,704
69,1563,巧新,汽車工業,上市,4,259,682
70,4743,合一,生技醫療業,上櫃,4,497,681
71,1711,永光,化學工業,上市,3,930,678
72,2537,聯上發,建材營造業,上市,3,166,669
73,6840,東研信超,其他電子業,上櫃,5,46,666
74,1612,宏泰,電器電纜,上市,4,31,659
75,6173,信昌電,電子零組件業,上櫃,3,837,645
76,2485,兆赫,通信網路業,上市,4,205,644
77,2206,三陽工業,汽車工業,上市,3,264,631
78,3056,富華新,建材營造業,上市,4,303,599
79,5534,長虹,建材營造業,上市,3,424,565
80,2489,瑞軒,光電業,上市,3,510,552
81,5371,中光電,光電業,上櫃,4,23,515
82,1210,大成,食品工業,上市,3,124,508
83,1455,集盛,紡織纖維,上市,4,123,504
84,3062,建漢,通信網路業,上市,3,166,498
85,2070,精湛,電機機械,上櫃,4,199,480
86,2618,長榮航,航運業,上市,3,6273,462
87,6026,福邦證,金融保險業,上櫃,4,89,452
88,1416,廣豐,其他業,上市,4,10,448
89,3653,健策,電子零組件業,上市,4,66,423
90,5292,華懋,綠能環保,上市,4,48,412
91,2461,光群雷,其他電子業,上市,3,108,407
92,2613,中櫃,航運業,上市,3,50,396
93,1603,華電,電器電纜,上市,3,26,385
94,2607,榮運,航運業,上市,3,265,376
95,2033,佳大,鋼鐵工業,上市,3,97,373
96,6605,帝寶,汽車工業,上市,4,76,369
97,3078,僑威,電子零組件業,上櫃,4,92,351
98,4303,信立,塑膠工業,上櫃,4,165,348
99,1907,永豐餘,造紙工業,上市,3,467,334
100,2365,昆盈,電腦及週邊設備業,上市,3,245,328
101,3705,永信,生技醫療業,上市,4,169,319
102,2029,盛餘,鋼鐵工業,上市,4,131,287
103,5530,龍巖,其他業,上櫃,3,86,274
104,1524,耿鼎,汽車工業,上市,4,95,273
105,3024,憶聲,光電業,上市,3,148,267
106,6491,晶碩,生技醫療業,上市,4,63,267
107,2536,宏普,建材營造業,上市,4,33,266
108,1532,勤美,電機機械,上市,3,163,266
109,3221,台嘉碩,通信網路業,上櫃,3,47,259
110,1528,恩德,電機機械,上市,4,28,226
111,8415,大國鋼,鋼鐵工業,上櫃,5,88,201
112,1304,台聚,塑膠工業,上市,4,55,201
113,2017,官田鋼,鋼鐵工業,上市,3,208,186
114,6104,創惟,半導體業,上櫃,3,88,183
115,1558,伸興,電機機械,上市,4,105,183
116,2753,八方雲集,觀光餐旅,上市,3,69,181
117,2107,厚生,橡膠工業,上市,4,68,180
118,6208,日揚,電子零組件業,上櫃,4,49,180
119,1437,勤益控,其他業,上市,4,39,171
120,8074,鉅橡,電子零組件業,上櫃,5,12,164
121,4714,永捷,化學工業,上櫃,5,63,163
122,5512,力麒,建材營造業,上櫃,4,90,154
123,2546,根基,建材營造業,上市,3,17,149
124,4766,南寶,化學工業,上市,4,168,149
125,3701,大眾控,電腦及週邊設備業,上市,3,84,144
126,5511,德昌,建材營造業,上櫃,5,77,144
127,6279,胡連,電子零組件業,上櫃,4,28,142
