排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1301,台塑,塑膠工業,上市,24534,38282
2,1303,南亞,塑膠工業,上市,19849,32892
3,2887,台新金,金融保險業,上市,2575,28416
4,1605,華新,電器電纜,上市,3057,20488
5,2882,國泰金,金融保險業,上市,222,18829
6,3105,穩懋,半導體業,上櫃,11753,18292
7,1326,台化,塑膠工業,上市,9905,14466
8,2371,大同,電機機械,上市,11723,12757
9,2354,鴻準,其他電子業,上市,9413,11896
10,6226,光鼎,光電業,上市,2112,11230
11,1102,亞泥,水泥工業,上市,583,10123
12,1312,國喬,塑膠工業,上市,5260,10053
13,3045,台灣大,通信網路業,上市,1392,9030
14,8039,台虹,電子零組件業,上市,1808,8280
15,2392,正崴,電子零組件業,上市,3036,6329
16,4939,亞電,電子零組件業,上櫃,651,6305
17,3374,精材,半導體業,上櫃,1788,5548
18,2382,廣達,電腦及週邊設備業,上市,2365,5039
19,6547,高端疫苗,生技醫療業,上櫃,2300,4836
20,2455,全新,通信網路業,上市,1579,4085
21,2897,王道銀行,金融保險業,上市,1962,3655
22,6214,精誠,資訊服務業,上市,636,3423
23,4927,泰鼎-KY,電子零組件業,上市,2327,3271
24,2030,彰源,鋼鐵工業,上市,235,3123
25,2474,可成,其他電子業,上市,1017,3013
26,1513,中興電,電機機械,上市,3227,2872
27,1313,聯成,塑膠工業,上市,1503,2820
28,9907,統一實,其他業,上市,1402,2791
29,2633,台灣高鐵,航運業,上市,724,2787
30,3504,揚明光,光電業,上市,2287,2694
31,3406,玉晶光,光電業,上市,1770,2388
32,8103,瀚荃,電子零組件業,上市,75,2272
33,3189,景碩,半導體業,上市,4004,2184
34,2491,吉祥全,光電業,上市,1176,2092
35,1229,聯華,食品工業,上市,580,1962
36,6805,富世達,電子零組件業,上市,1021,1944
37,6104,創惟,半導體業,上櫃,729,1924
38,3363,上詮,通信網路業,上櫃,1251,1923
39,1904,正隆,造紙工業,上市,556,1844
40,6217,中探針,電子零組件業,上櫃,1620,1830
41,1727,中華化,化學工業,上市,382,1721
