排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1605,華新,電器電纜,上市,3057,20488
2,2354,鴻準,其他電子業,上市,9413,11896
3,6226,光鼎,光電業,上市,2112,11230
4,1102,亞泥,水泥工業,上市,583,10123
5,3045,台灣大,通信網路業,上市,1392,9030
6,2392,正崴,電子零組件業,上市,3036,6329
7,3374,精材,半導體業,上櫃,1788,5548
8,2897,王道銀行,金融保險業,上市,1962,3655
9,6214,精誠,資訊服務業,上市,636,3423
10,4927,泰鼎-KY,電子零組件業,上市,2327,3271
11,2030,彰源,鋼鐵工業,上市,235,3123
12,2474,可成,其他電子業,上市,1017,3013
13,9907,統一實,其他業,上市,1402,2791
14,2633,台灣高鐵,航運業,上市,724,2787
15,1229,聯華,食品工業,上市,580,1962
16,6104,創惟,半導體業,上櫃,729,1924
17,1904,正隆,造紙工業,上市,556,1844
18,9921,巨大,運動休閒,上市,129,1601
19,8261,富鼎,半導體業,上市,275,1411
20,2357,華碩,電腦及週邊設備業,上市,200,1340
21,3176,基亞,生技醫療業,上櫃,216,1150
22,3498,陽程,其他電子業,上櫃,77,907
23,2034,允強,鋼鐵工業,上市,67,890
24,2913,農林,貿易百貨業,上市,364,886
25,2221,大甲,其他業,上櫃,155,812
26,3219,倚強科,其他電子業,上櫃,475,745
27,2379,瑞昱,半導體業,上市,26,715
28,6224,聚鼎,電子零組件業,上市,9,700
29,2461,光群雷,其他電子業,上市,293,675
30,2107,厚生,橡膠工業,上市,179,672
31,3591,艾笛森,光電業,上市,137,626
32,2069,運錩,鋼鐵工業,上市,7,616
33,2025,千興,鋼鐵工業,上市,43,612
34,2206,三陽工業,汽車工業,上市,34,569
35,3653,健策,電子零組件業,上市,81,542
36,6840,東研信超,其他電子業,上櫃,40,478
37,6180,橘子,文化創意業,上櫃,166,371
38,3545,敦泰,半導體業,上市,131,335
39,2607,榮運,航運業,上市,33,332
40,3615,安可,光電業,上櫃,101,309
41,1528,恩德,電機機械,上市,59,303
42,6584,南俊國際,電子零組件業,上櫃,161,268
43,2534,宏盛,建材營造業,上市,173,265
44,2545,皇翔,建材營造業,上市,75,232
45,5410,國眾,資訊服務業,上櫃,3,226
46,6418,詠昇,電子零組件業,上櫃,185,208
47,6438,迅得,其他電子業,上市,105,207
48,1524,耿鼎,汽車工業,上市,12,200
49,1532,勤美,電機機械,上市,27,196
50,2739,寒舍,觀光餐旅,上市,16,196
51,5244,弘凱,光電業,上市,70,190
52,6122,擎邦,電機機械,上櫃,37,186
53,8099,大世科,資訊服務業,上櫃,98,171
54,2029,盛餘,鋼鐵工業,上市,11,169
55,5381,合正,電子零組件業,上櫃,32,165
56,6021,美好證,金融保險業,上櫃,19,152
57,2207,和泰車,汽車工業,上市,54,142
58,1522,堤維西,汽車工業,上市,24,142
59,3548,兆利,電子零組件業,上櫃,60,139
60,2597,潤弘,建材營造業,上市,44,137
61,3050,鈺德,光電業,上市,27,125
62,1733,五鼎,生技醫療業,上市,31,119
63,3705,永信,生技醫療業,上市,43,119
64,2528,皇普,建材營造業,上市,11,117
65,1603,華電,電器電纜,上市,46,117
66,1558,伸興,電機機械,上市,18,103
67,1459,聯發,紡織纖維,上市,16,94
68,6136,富爾特,通信網路業,上市,12,80
69,2013,中鋼構,鋼鐵工業,上市,5,79
70,2908,特力,貿易百貨業,上市,22,41
71,3054,立萬利,食品工業,上市,7,36
72,5324,士開,建材營造業,上櫃,8,24
73,8171,天宇,綠能環保,上櫃,5,22
74,5704,老爺知,觀光餐旅,上櫃,1,18
