股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
1609,大亞,47.3,10.0,-3552.45,5483.48,-2.0,-9.0
2356,英業達,51.2,9.98,1808.71,10571.52,-1800.0,-7519.7
2301,光寶科,177.0,9.93,2932.48,2197.25,-704.63,-3497.19
3211,順達,306.0,9.87,-1354.99,-1832.68,-93.22,-944.22
4931,新盛力,166.0,8.49,-562.0,-306.38,-8.0,-790.0
6213,聯茂,122.0,6.08,803.04,2035.95,0.0,0.0
