股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,35.4,5,4169353,833,35.4,34.6,2.31%
1303,南亞,236.5,4,10090963,2018,244.5,218.0,12.16%
2357,華碩,979.0,4,3080875,616,1030.0,956.0,7.74%
2542,興富發,48.2,5,11147900,2229,48.75,47.45,2.74%
2603,長榮,234.0,5,3636789,727,239.5,227.0,5.51%
2618,長榮航,42.55,4,6183438,1236,42.95,41.8,2.75%
2633,台灣高鐵,26.1,5,3725000,745,26.3,25.95,1.35%
2801,彰銀,26.85,4,17004000,3400,27.55,25.7,7.20%
2855,統一證,52.1,4,5227795,1045,52.3,49.7,5.23%
2883,凱基金,36.75,4,14128295,2825,37.6,35.6,5.62%
2884,玉山金,44.25,5,29359557,5871,46.05,40.55,13.56%
2887,台新金,42.4,5,55092616,11018,43.05,40.7,5.77%
2890,永豐金,43.2,4,3997380,799,44.1,42.15,4.63%
2891,中信金,66.6,5,15505904,3101,69.5,66.2,4.98%
3231,緯創,189.0,4,21132676,4226,200.5,182.5,9.86%
4938,和碩,91.1,5,7501705,1500,95.6,89.9,6.34%
5347,世界,157.0,4,3861175,772,159.5,147.0,8.50%
5876,上海商銀,47.5,5,5180000,1036,48.75,45.1,8.09%
6278,台表科,193.5,5,2642000,528,202.5,187.5,8.00%
