排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,4,64839,283216
2,2344,華邦電,半導體業,上市,3,87412,115598
3,2884,玉山金,金融保險業,上市,5,15214,54980
4,5880,合庫金,金融保險業,上市,5,6006,45226
5,2885,元大金,金融保險業,上市,5,4071,32711
6,1815,富喬,電子零組件業,上櫃,3,6004,31058
7,2892,第一金,金融保險業,上市,5,6100,29676
8,2883,凱基金,金融保險業,上市,5,3305,28531
9,2880,華南金,金融保險業,上市,5,5330,19959
10,2886,兆豐金,金融保險業,上市,4,5353,19824
11,5876,上海商銀,金融保險業,上市,5,7659,18793
12,2330,台積電,半導體業,上市,3,6702,12112
13,2412,中華電,通信網路業,上市,5,3692,10723
14,3711,日月光投控,半導體業,上市,3,61,7852
15,2408,南亞科,半導體業,上市,3,30791,7114
16,3045,台灣大,通信網路業,上市,5,823,7050
17,5314,世紀,半導體業,上櫃,3,4044,6770
18,2855,統一證,金融保險業,上市,5,861,5905
19,2605,新興,航運業,上市,5,1195,4890
20,3167,大量,電機機械,上市,3,2494,3980
21,6505,台塑化,油電燃氣業,上市,3,1155,3764
22,8431,匯鑽科,其他電子業,上櫃,5,581,3747
23,3374,精材,半導體業,上櫃,4,351,3116
24,6426,統新,通信網路業,上市,4,1331,2987
25,6538,倉和,電子零組件業,上櫃,5,56,2298
26,6218,豪勉,通信網路業,上櫃,3,862,2233
27,3693,營邦,電腦及週邊設備業,上櫃,5,468,2197
28,4967,十銓,半導體業,上市,4,1992,1933
29,6214,精誠,資訊服務業,上市,5,69,1874
30,2838,聯邦銀,金融保險業,上市,4,670,1796
31,9910,豐泰,運動休閒,上市,4,1382,1565
32,5608,四維航,航運業,上市,3,208,1500
33,6116,彩晶,光電業,上市,3,6934,1490
34,2606,裕民,航運業,上市,4,158,1471
35,1528,恩德,電機機械,上市,4,1048,1243
36,1721,三晃,化學工業,上市,3,903,1236
37,2511,太子,建材營造業,上市,4,157,1168
38,2023,燁輝,鋼鐵工業,上市,5,411,1044
39,4912,聯德控股-KY,電子零組件業,上市,5,39,793
40,6023,元大期,金融保險業,上櫃,4,371,725
41,6026,福邦證,金融保險業,上櫃,4,389,705
42,1210,大成,食品工業,上市,3,566,605
43,2612,中航,航運業,上市,4,82,604
44,2834,臺企銀,金融保險業,上市,3,21880,578
45,3545,敦泰,半導體業,上市,3,88,550
46,6532,瑞耘,半導體業,上櫃,4,15,531
47,2360,致茂,其他電子業,上市,3,77,494
48,4716,大立,化學工業,上櫃,3,68,399
49,2461,光群雷,其他電子業,上市,5,95,390
50,1809,中釉,玻璃陶瓷,上市,3,351,375
51,6743,安普新,其他電子業,上市,5,119,370
52,2467,志聖,電子零組件業,上市,3,110,357
53,2539,櫻花建,建材營造業,上市,3,197,356
54,1604,聲寶,電器電纜,上市,5,43,352
55,1513,中興電,電機機械,上市,3,64,345
56,3229,晟鈦,電子零組件業,上市,4,303,334
57,6223,旺矽,半導體業,上櫃,3,193,329
58,2849,安泰銀,金融保險業,上市,3,116,315
59,2601,益航,貿易百貨業,上市,4,298,314
60,2543,皇昌,建材營造業,上市,4,227,309
61,9919,康那香,其他業,上市,4,52,298
62,3228,金麗科,半導體業,上櫃,4,66,259
63,2504,國產,建材營造業,上市,3,280,254
64,6021,美好證,金融保險業,上櫃,4,155,250
65,6617,共信-KY,生技醫療業,上櫃,4,69,244
66,5274,信驊,半導體業,上櫃,4,43,239
67,8358,金居,電子零組件業,上櫃,3,475,238
68,2207,和泰車,汽車工業,上市,5,5,229
69,2613,中櫃,航運業,上市,5,69,215
70,8277,商丞,半導體業,上櫃,5,62,211
71,5432,新門,綠能環保,上櫃,4,12,206
72,1558,伸興,電機機械,上市,5,13,200
73,6838,台新藥,生技醫療業,上市,5,5,200
74,6840,東研信超,其他電子業,上櫃,5,98,197
75,4974,亞泰,電子零組件業,上櫃,4,1,173
76,5263,智崴,文化創意業,上櫃,4,39,165
77,3702,大聯大,電子通路業,上市,4,58,144
78,3705,永信,生技醫療業,上市,5,18,140
79,6231,系微,資訊服務業,上櫃,3,212,137
80,2206,三陽工業,汽車工業,上市,5,58,128
81,2545,皇翔,建材營造業,上市,4,35,127
82,6576,逸達,生技醫療業,上櫃,3,32,123
83,3546,宇峻,文化創意業,上櫃,4,67,118
