排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2884,玉山金,金融保險業,上市,15214,54980
2,5880,合庫金,金融保險業,上市,6006,45226
3,2885,元大金,金融保險業,上市,4071,32711
4,2892,第一金,金融保險業,上市,6100,29676
5,2883,凱基金,金融保險業,上市,3305,28531
6,2880,華南金,金融保險業,上市,5330,19959
7,5876,上海商銀,金融保險業,上市,7659,18793
8,2412,中華電,通信網路業,上市,3692,10723
9,3045,台灣大,通信網路業,上市,823,7050
10,2855,統一證,金融保險業,上市,861,5905
11,2605,新興,航運業,上市,1195,4890
12,8431,匯鑽科,其他電子業,上櫃,581,3747
13,6538,倉和,電子零組件業,上櫃,56,2298
14,3693,營邦,電腦及週邊設備業,上櫃,468,2197
15,6214,精誠,資訊服務業,上市,69,1874
16,2023,燁輝,鋼鐵工業,上市,411,1044
17,4912,聯德控股-KY,電子零組件業,上市,39,793
18,2461,光群雷,其他電子業,上市,95,390
19,6743,安普新,其他電子業,上市,119,370
20,1604,聲寶,電器電纜,上市,43,352
21,2207,和泰車,汽車工業,上市,5,229
22,2613,中櫃,航運業,上市,69,215
23,8277,商丞,半導體業,上櫃,62,211
24,6838,台新藥,生技醫療業,上市,5,200
25,1558,伸興,電機機械,上市,13,200
26,6840,東研信超,其他電子業,上櫃,98,197
27,3705,永信,生技醫療業,上市,18,140
28,2206,三陽工業,汽車工業,上市,58,128
29,1219,福壽,食品工業,上市,55,106
30,2748,雲品,觀光餐旅,上市,69,87
31,1442,名軒,建材營造業,上市,25,75
32,3188,鑫龍騰,建材營造業,上櫃,10,74
33,1459,聯發,紡織纖維,上市,8,57
34,9912,偉聯,電腦及週邊設備業,上市,2,37
35,6928,攸泰科技,電腦及週邊設備業,上市,4,29
36,2704,國賓,觀光餐旅,上市,1,9
