股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1476,儒鴻,2026-02-26,423.5,423.0,-0.12%,18387,1708,10.76
2105,正新,2026-02-26,30.55,31.3,2.45%,215051,21546,9.98
2316,楠梓電,2026-02-26,107.5,112.5,4.65%,20493,4080,5.02
2387,精元,2026-02-26,43.95,43.7,-0.57%,7504,1154,6.5
3078,僑威,2026-02-26,60.2,60.0,-0.33%,10080,1743,5.78
3372,典範,2026-02-26,25.0,25.65,2.6%,12078,2410,5.01
6456,GIS-KY,2026-02-26,43.65,47.75,9.39%,15634,2570,6.08
8183,精星,2026-02-26,40.0,40.65,1.62%,8580,754,11.37
8464,億豐,2026-02-26,413.5,403.5,-2.42%,18465,2166,8.52
9910,豐泰,2026-02-26,95.0,93.8,-1.26%,47374,4484,10.57
2103,台橡,2026-02-25,21.55,20.5,-4.87%,65364,7659,8.53
2104,國際中橡,2026-02-25,14.0,13.2,-5.71%,33512,6691,5.01
2387,精元,2026-02-25,41.9,43.7,4.3%,5720,795,7.19
1905,華紙,2026-02-24,12.75,12.55,-1.57%,17579,2675,6.57
