股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,36.35,5,37441979,7488,37.15,35.95,3.34%
1215,卜蜂,135.5,5,10007000,2001,141.5,132.5,6.79%
1216,統一,77.3,5,105910486,21182,80.0,74.7,7.10%
2027,大成鋼,35.1,5,33195000,6639,37.35,35.1,6.41%
2211,長榮鋼,102.0,5,11275314,2255,111.5,100.0,11.50%
2357,華碩,546.0,5,20313058,4062,595.0,546.0,8.97%
2458,義隆,129.0,5,6820896,1364,129.5,121.5,6.58%
2606,裕民,61.2,5,12475902,2495,64.2,60.0,7.00%
2880,華南金,32.0,5,83229474,16645,32.5,31.2,4.17%
2883,凱基金,17.7,5,19635178,3927,17.85,17.15,4.08%
2884,玉山金,33.55,5,279558398,55911,34.2,32.75,4.43%
2886,兆豐金,40.95,5,8874992,1774,41.2,40.2,2.49%
2887,台新金,20.9,5,628142824,125628,21.9,20.15,8.68%
2903,遠百,22.3,5,20529000,4105,22.75,22.15,2.71%
3036,文曄,146.0,5,18685000,3737,156.0,145.0,7.59%
3045,台灣大,106.5,5,85043003,17008,107.5,104.0,3.37%
3702,大聯大,58.2,5,27711000,5542,61.9,58.2,6.36%
6005,群益證,24.35,5,18469030,3693,25.15,24.05,4.57%
6274,台燿,465.5,5,8706500,1741,467.0,410.5,13.76%
6414,樺漢,299.0,5,2660000,532,302.5,287.5,5.22%
8422,可寧衛,24.6,5,54226000,10845,25.1,24.1,4.15%
9904,寶成,30.5,5,3679452,735,31.6,30.3,4.29%
9907,統一實,18.55,5,24581434,4916,18.65,17.85,4.48%
9941,裕融,91.2,5,2558000,511,94.8,90.4,4.87%
