股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3055,蔚華科,2026-05-13,112.0,113.5,1.34%,11596,2782,4.17
8105,凌巨,2026-05-13,14.9,16.2,8.72%,34255,4460,7.68
6443,元晶,2026-05-13,41.5,42.15,1.57%,96402,10639,9.06
6446,藥華藥,2026-05-13,761.0,782.0,2.76%,7395,2233,3.31
3360,尚立,2026-05-13,15.95,16.85,5.64%,6345,1019,6.23
6449,鈺邦,2026-05-13,198.5,218.0,9.82%,5244,1507,3.48
3305,昇貿,2026-05-13,128.0,130.5,1.95%,27455,6715,4.09
6901,鑽石投資,2026-05-13,13.45,14.75,9.67%,6835,1398,4.89
3236,千如,2026-05-13,35.65,38.85,8.98%,20846,6799,3.07
3149,正達,2026-05-13,52.3,55.7,6.5%,45448,11605,3.92
3141,晶宏,2026-05-13,63.0,63.8,1.27%,10624,2067,5.14
5388,中磊,2026-05-13,81.1,79.4,-2.1%,19282,5900,3.27
8021,尖點,2026-05-13,461.5,446.0,-3.36%,24638,6635,3.71
8088,品安,2026-05-13,51.5,57.2,11.07%,12297,4024,3.06
2530,華建,2026-05-13,21.0,21.35,1.67%,6034,1651,3.65
5228,鈺鎧,2026-05-13,45.65,49.15,7.67%,6020,1856,3.24
2377,微星,2026-05-13,108.0,115.5,6.94%,102610,20789,4.94
2356,英業達,2026-05-13,48.65,52.8,8.53%,139195,34156,4.08
2302,麗正,2026-05-13,24.65,26.0,5.48%,17592,2618,6.72
8114,振樺電,2026-05-13,237.5,247.0,4.0%,6292,1499,4.2
6116,彩晶,2026-05-13,10.85,11.25,3.69%,497020,60570,8.21
2030,彰源,2026-05-13,18.05,18.05,0.0%,5137,1639,3.13
1904,正隆,2026-05-13,18.3,19.0,3.83%,8157,1775,4.6
8926,台汽電,2026-05-13,54.8,56.7,3.47%,19498,3612,5.4
6412,群電,2026-05-12,94.3,95.5,1.27%,9786,3004,3.26
6116,彩晶,2026-05-12,9.73,11.25,15.62%,134250,38023,3.53
5471,松翰,2026-05-12,50.6,50.3,-0.59%,10914,2464,4.43
6206,飛捷,2026-05-12,135.0,138.5,2.59%,9680,2099,4.61
1714,和桐,2026-05-12,9.63,9.89,2.7%,21029,6833,3.08
6432,今展科,2026-05-12,50.0,47.8,-4.4%,6481,1851,3.5
8069,元太,2026-05-12,195.5,215.0,9.97%,61918,11609,5.33
8105,凌巨,2026-05-12,14.15,16.2,14.49%,11599,2952,3.93
8114,振樺電,2026-05-12,222.5,247.0,11.01%,5332,1218,4.38
8213,志超,2026-05-12,43.8,38.7,-11.64%,6136,1699,3.61
5425,台半,2026-05-12,81.0,76.2,-5.93%,44026,12905,3.41
5285,界霖,2026-05-12,74.0,72.8,-1.62%,5413,857,6.32
3305,昇貿,2026-05-12,117.0,130.5,11.54%,22543,5957,3.78
2851,中再保,2026-05-12,33.0,34.3,3.94%,10620,2666,3.98
3036,文曄,2026-05-12,270.0,284.0,5.19%,43177,11123,3.88
3014,聯陽,2026-05-12,144.0,137.5,-4.51%,7534,2202,3.42
3360,尚立,2026-05-12,15.2,16.85,10.86%,6399,721,8.87
3430,奇鈦科,2026-05-12,155.0,176.0,13.55%,9099,2942,3.09
3624,光頡,2026-05-12,63.1,66.6,5.55%,14461,4200,3.44
4966,譜瑞-KY,2026-05-12,787.0,809.0,2.8%,16142,3395,4.75
5009,榮剛,2026-05-12,40.95,37.85,-7.57%,17826,5702,3.13
2377,微星,2026-05-12,114.0,115.5,1.32%,67323,15886,4.24
2030,彰源,2026-05-12,18.0,18.05,0.28%,9086,1405,6.46
1795,美時,2026-05-12,211.0,205.5,-2.61%,11572,3564,3.25
1809,中釉,2026-05-12,43.45,39.0,-10.24%,34259,10037,3.41
3276,宇環,2026-05-11,15.7,15.85,0.96%,5095,636,8.0
2104,國際中橡,2026-05-11,10.3,10.0,-2.91%,11540,3541,3.26
2030,彰源,2026-05-11,17.2,18.05,4.94%,5239,984,5.32
8213,志超,2026-05-11,39.0,38.7,-0.77%,6809,1414,4.82
3048,益登,2026-05-11,43.45,46.45,6.9%,19158,5947,3.22
5309,系統電,2026-05-11,64.9,63.9,-1.54%,22755,7404,3.07
6834,天二科技,2026-05-11,47.9,43.9,-8.35%,7689,1736,4.43
6695,芯鼎,2026-05-11,52.9,50.9,-3.78%,8472,2684,3.16
5291,邑昇,2026-05-11,75.0,68.2,-9.07%,9083,2574,3.53
6206,飛捷,2026-05-11,128.0,138.5,8.2%,5058,1670,3.03
6179,亞通,2026-05-11,25.0,23.8,-4.8%,8341,1497,5.57
5009,榮剛,2026-05-11,38.55,37.85,-1.82%,18608,4959,3.75
5258,虹堡,2026-05-11,55.8,56.6,1.43%,5599,917,6.1
6026,福邦證,2026-05-11,16.7,15.85,-5.09%,8136,2563,3.17
5471,松翰,2026-05-11,46.1,50.3,9.11%,6607,1943,3.4
5425,台半,2026-05-11,77.4,76.2,-1.55%,37393,11180,3.34
8926,台汽電,2026-05-11,49.5,56.7,14.55%,9983,2509,3.98
